text,quest pronoun,variants,correct_answer,answer
"Пока перепись охватывает космос, переписчики на Земле удивляют блоггеров своей безграмотностью. Как рассказала в своем ЖЖ блоггер vespro, пришедший к ней домой переписчик не знал, как пишется слово ""русская"", и в графе ""национальность"" написал странное слово: ""Руска"". В ответ на замечание блоггера об ошибке переписчик покраснел и сказал, что надо бы везде исправить.",своей,"['Земле', 'блоггеров', 'переписчики на Земле']",3,3
"Между тем причины, побудившие подростка пойти на преступление, до сих пор не установлены. Ему назначена психолого-психиатрическая экспертиза. Сообщается, что после убийства учителя Гордеев заявил ученикам, что ему ""открылся смысл жизни"". 6 февраля в Москве прошли похороны погибших педагога и полицейского.",ему,"['полицейского', 'учителя', 'Гордеев']",3,3
"Четыре офицера палестинской морской полиции погибли и два получили ранения в результате взрыва автомобиля, который произошел вечером во вторник у здания штаб-квартиры служб безопасности ""Хамас"" в городе Газа на побережье Средиземного моря, сообщает NEWSru Israel. О причинах взрыва ясности пока нет. Сообщения о личности погибших тоже противоречат друг другу.",который,"['""Хамас""', 'взрыва автомобиля', 'автомобиля']",2,3
"По данным прокуратуры, обвиняемые также похитили нефть дочерних акционерных обществ ОАО ""НК ЮКОС"": ОАО ""Самаранефтегаз"", ОАО ""Юганскнефтегаз"" и ОАО ""Томскнефть ВНК"" на сумму более 892,4 млрд рублей. Часть этих средств в размере 487,4 млрд рублей и 7,5 млрд долларов США они легализовали, утверждают следователи.",они,"['США', 'дочерних акционерных обществ ОАО ""НК ЮКОС""', 'обвиняемые']",3,3
"В ФБК выяснили, что Силуанов и Цаликов в настоящее время строят дачи на Рублевке: их участки расположены по соседству в известной деревне Раздоры. Так, Силуанову принадлежит участок площадью 1 гектар, на котором в настоящее время строится главный дом, площадь которого оценивается в 1,5 тыс. квадратных метров. Также на этом участке возводится еще одно крупное строение, назначение которого определить пока сложно.",которого,"['главный дом', 'еще одно крупное строение', 'этом участке']",2,1
"Первоначально озвучив свою просьбу на саммите Россия-Евросоюз в Брюсселе, на этот раз глава государства обратился к российскому правительству, сообщает ИТАР-ТАСС. ""Хочу обратить внимание правительства на то, что беспокоит наших украинских коллег и друзей, а именно на необходимость исполнений всех наших договоренностей в финансовой сфере, имею ввиду наши договоренности по кредитам, и в сфере энергетики, - сказал Путин. - Просил бы правительство в полном объеме исполнять эти наши договоренности"".",свою,"['ИТАР-ТАСС', 'Евросоюз', 'глава государства']",3,3
"Отметим, что у Софи есть шанс стать потомственной моделью Playboy, так как ее мать Санди тоже снималась в свое время для этого мужского журнала и работала в клубе Playboy. Кроме того, героиней Софи всегда была Мэрилин Монро, одна из первых моделей Playboy.",свое,"['клубе Playboy', 'ее мать Санди', 'Софи']",2,2
"Эти перестановки в руководстве подконтрольных Дерипаске компаний - лишь промежуточный этап, впоследствии Соловьев может заменить Дерипаску на посту гендиректора ""Русала"", говорят два близких к компаниям ""Базэла"" источника. Фактически компанией уже управляет Соловьев и все самые важные вопросы согласовываются с ним, рассказывает бывший сотрудник ""Русала"" со слов своих знакомых в компании. Решение о назначении Соловьева пока не принято, идет обсуждение такой возможности, уточняет источник, близкий к ""Русалу"". По его словам, перестановки возможны не раньше лета, к тому же для смены гендиректора может потребоваться согласие бирж, где котируются бумаги ""Русала"".",ним,"['""Русала""', 'Соловьев', 'Дерипаску']",2,2
"Операция ВКС РФ в Сирии началась 30 сентября 2015 года. С тех пор сообщалось о гибели старшего лейтенанта Александра Прохоренко, пилота Олега Пешкова, морского пехотинца Александра Позынича, военнослужащих Ивана Черемисина и Федора Журавлева, а также Вадима Костенко, который покончил с собой во время службы. Кроме того, 23 марта команда Conflict Intelligence Team, неоднократно публиковавшая расследования о гибели российских солдат в Сирии, сообщила об убитом в арабской республике военнослужащем из РФ. По их данным, им оказался офицер внутренних войск РФ Сергей Чупов. На прошлой неделе было названо имя еще одного погибшего офицера. Им оказался уроженец Оренбуржской области Вадим Тумаков.",им,"['Федора Журавлева', 'убитом в арабской республике военнослужащем из РФ', 'еще одного погибшего офицера']",2,3
"Президент России Владимир Путин 10 сентября совершил визит в Объединенные Арабские Эмираты. По итогам переговоров подписаны шесть документов между двумя странами, которые касаются воздушного сообщения между Москвой и Абу-Даби, сотрудничества в области борьбы с терроризмом, в космической отрасли, урегулировании государственного долга бывшего СССР перед ОАЭ в размере 600 млн долларов и поставки российских вооружений в Эмираты. Визитом в ОАЭ президент РФ завершил свое азиатское турне.",которые,"['Объединенные Арабские Эмираты', 'шесть документов', 'двумя странами']",2,2
"Преодоление негативных последствий глобального кризиса и, в связи с этим, гарантированное выполнение государством своих социальных обязательств - важнейшая задача власти, - с этого президент России Дмитрий Медведев начал свое выступление на съезде ""единороссов"", котрое состоялось до выступления Путина.",свое,"['""единороссов""', 'президент России Дмитрий Медведев', 'России']",2,2
"США также приняли ""список Магнитского"", вводящий санкции в отношении россиян, причастных, по мнению Вашингтона, к смерти юриста, а также нарушениям прав человека в России. Москва в ответ обнародовала свой список из граждан США, причастных, по мнению российских властей, к легализации и применению пыток в американской спецтюрьме в Гуантанамо, а также к нарушениям прав и свобод россиян за рубежом. Этим лицам запрещен въезд в РФ.",свой,"['Москва', '""список Магнитского""', 'россиян']",1,1
"В данном в середине февраля текущего года интервью трем журналистам из России и Румынии, в том числе ИТАР-ТАСС, она заверяла, что США не собираются размещать элементы системы ПРО в Черном море и не ведут переговоры с Болгарией о переброске на ее территорию радара.",ее,"['России', 'Болгарией', 'системы ПРО']",2,2
"Предполагается, что после завершения демонтажа двух подъездов дома будет проведена еще одна проверка всех оставшихся подъездов, по итогам которой будет принято решение о дальнейшей судьбе дома. Пока же жители пятого и шестого подъездов могут в течение нескольких дней зайти в квартиры за вещами, которые потребуются им на время работ по демонтажу двух соседних подъездов.",им,"['квартиры', 'вещами', 'жители пятого и шестого подъездов']",3,3
"Власти Румынии не разрешили самолету с вице-премьером Дмитрием Рогозиным пролететь в Молдавию, куда он направлялся на переговоры с президентом Игорем Додоном. Об этом сообщил ТАСС посол РФ в Кишиневе Фарит Мухаметшин, который ожидает Рогозина в аэропорту Кишинева.",куда,"['Румынии', 'Молдавию', 'самолету с вице-премьером Дмитрием Рогозиным']",2,2
"Как уточняют ""Ведомости"", в суде представитель истца, член Общественной палаты Илья Ремесло заявил, что его доверитель живет в глухой деревне. Он решил сделать пожертвование после того, как посмотрел несколько роликов Навального, однако позже выяснил, что ""Навальный нигде не работает, тратит деньги на поездки за границу и не может баллотироваться на пост президента"". По данным издания, Костенко также подал заявление в правоохранительные органы с требованием привлечь оппозиционера к уголовной ответственности за мошенничество.",Он,"['его доверитель', 'Навального', 'представитель истца, член Общественной палаты Илья Ремесло']",1,1
"Стрип рассказала, что ее поразил тот факт, что за все долгие годы работы Тэтчер в должности премьер-министра у нее никогда не было личного повара. ""Она была потрясающе энергична и могла работать до поздней ночи, требуя того же и от своего кабинета министров. Как-то раз ее муж вошел в комнату, где они сидели и что-то обсуждали, и заявил, что министров-мужчин надо иногда кормить, и она пошла на кухню и сама сделала на скорую руку какие-то ужасные гренки ""по-валлийски"", - рассказала актриса.",своего,"['личного повара', 'Стрип', 'Тэтчер']",3,3
"Он подчеркнул, что строительство с помощью России иранской АЭС - ""не столько коммерческий, сколько политический проект"", именно Бушер по его словам является реальным якорем, который удерживает Иран в режиме нераспространения ядерного оружия"". Выражая свое мнение в отношении проекта резолюции ""евротройки"" по Бушеру, Лавров отметил, что в нем ""есть подтекст - мол, поддержите нас по всем вопросам, и мы вам позволим достроить Бушер. Нам этого не надо"".",свое,"['Лавров', 'России', 'Бушеру']",1,1
"В одном из писем, написанном Литвиненко 20 ноября, Трепашкин напоминает о предупреждении, сделанном в августе 2002 года, о том, что и он, и его семья находятся под угрозой со стороны ФСБ. Трепашкин писал, что он встречался со своим контактом из ФСБ на российском железнодорожном вокзале, который сообщил ему о создании ""очень серьезной группы"", которая прикончит всех тех, кто связан с Березовским и Литвиненко.",он,"['Березовским', 'Трепашкин', 'Литвиненко']",2,2
"Ранее на Западе неоднократно высказывали беспокойство по поводу ""российской угрозы"". Накануне стало известно, что пять стран севера Европы - Швеция, Норвегия, Финляндия, Дания и Исландия - договорились координировать усилия в области обороны против России, которую провозгласили главной угрозой для региона, Европы и НАТО. В Швеции запланировали переброску войск на остров в Балтийском море. В Норвегии раскритиковали решение закрыть военную базу, которую теперь ""оккупировала"" Россия.",которую,"['Норвегии', 'НАТО', 'военную базу']",3,3
"Губернатор Ярославской области Анатолий Лисицын в четверг официально объявил о решении уйти в отставку с занимаемого поста и стать депутатом Госдумы РФ пятого созыва. Он сообщил в ЦИК, что направил заявление на имя президента России о сложении полномочий губернатора и намерении работать в Думе, сообщает ИТАР-ТАСС. Примечательно, что всего за несколько часов до этого губернатор Лисицын упорно опровергал появившуюся в СМИ информацию о якобы принятом им решении оставить пост главы региона и стать парламентарием.",им,"['президента России', 'губернатор Лисицын', 'региона']",2,2
"Издательский дом ""Пронто Медиа"", главными активами которого были газета бесплатных объявлений ""Из рук в руки"" и интернет-ресурсы IRR.ru и JOB.ru, закрывает свои диджитал-проекты из-за чрезмерных убытков. Об этом объявила голландская компания Trader Media East, которой принадлежит ""Пронто Медиа"".",свои,"['JOB.ru', 'газета бесплатных объявлений ""Из рук в руки""', '""Пронто Медиа""']",3,3
"""Учитывая, что мой допрос в связи с коллизионностью буквального содержания уголовно-процессуальных норм может не позволить мне участвовать в деле в качестве защитника Удальцова С.С. и Удальцовой А.О. в случае изменения им процессуального статуса по делу, вынуждена сообщить Вам об отказе участвовать в вышеозначенном следственном действии и прошу не рассматривать в дальнейшем возможность моего участия в указанном уголовном деле в качестве свидетеля в связи с необходимостью хранить адвокатскую тайну"", - пишет Волкова.",им,"['мой допрос', 'защитника Удальцова С.С.', 'Удальцова С.С.']",1,3
"Решение о смене аэропорта базирования Лебедев принял на фоне конфликта с Росавиацией. 800 пассажиров Red Wings не смогли вовремя улететь 30 марта из Москвы и Архангельска, после чего Росавиация запретила часть чартерных полетов авиакомпании, объяснив свои действия тем, что перевозчик ""несвоевременно подал заявку на одобрение чартерной программы"".",свои,"['Москвы', 'Росавиация', 'авиакомпании']",2,2
"Именно этим обстоятельством объясняется формальный отказ от подписания Россией транспортного протокола к Энергетической хартии - он предусматривает то, что договоры купли-продажи должны заключаться только поставщиком и покупателем, а транзитные страны не должны препятствовать свободному проходу газа через свою территорию, получая за это недискриминационную плату за транзит. Таким образом, если бы Россия ратифицировала энергохартию, это дало бы возможность ЕС покупать газ напрямую у Азербайджана или республик Центральной Азии, а ""Газпром"" утратил бы свое монопольное положение и получал от этих сделок только оплату транзита. Очевидно, что этот вопрос на саммите в Софии может быть поставлен ребром, так как именно нежелание России и Турции быть транзитными странами больше всего и беспокоит Евросоюз.",он,"['транспортного протокола к Энергетической хартии', 'объясняется формальный отказ', '""Газпром""']",1,1
"Хоккеисты нижегородского ""Торпедо"" на своем льду со счетом 3:2 переиграли финский ""Йокерит"" в шестом матче 1/8 плей-офф Континентальной хоккейной лиги (КХЛ) и пробились в следующий раунд розыгрыша Кубка Гагарина.",своем,"['Хоккеисты нижегородского ""Торпедо""', 'Континентальной хоккейной лиги', 'финский ""Йокерит""']",1,1
"Старт антиникотиновой кампании в России был дан еще в 2001 году. Тогдашний президент РФ Владимир Путин подписал федеральный закон ""Об ограничении курения табака"". Закон вступил в силу в 2002 году. А в этом году Россия ратифицировала международную Конвенцию ООН по борьбе с табаком. В соответствии с требованиями конвенции, в течение пяти лет в стране должна быть запрещена реклама табачной продукции, а ее производителям вменена обязанность наносить надписи о вреде их продукции в соответствиями с определенным стандартам.",ее,"['реклама табачной продукции', 'конвенции', 'табачной продукции']",3,3
"В среду полиция с применением слезоточивого газа и огнестрельного оружия разогнала демонстрацию сторонников Уаттары, которая собралась в Ямусукро, политической столице республики. Как минимум один человек погиб. Несколько свидетелей заявили, что это был демонстрант. Но представитель полиции Диагури Хоноре сказал, что убитым был полицейский.",которая,"['демонстрацию сторонников Уаттары', 'республики', 'Уаттары']",1,1
"Как сообщалось, стрельба в школе в Отрадном произошла в минувший понедельник. Десятиклассник Сергей Гордеев пришел в школу с двумя винтовками, принадлежащими его отцу. Угрожая охраннику, ученик прошел в кабинет, где шел урок географии, убил педагога и взял в заложники около 20 учеников. Затем Гордеев открыл огонь по полицейским, прибывшим по сигналу ""тревожной кнопки"". Обезвредить и задержать подростка удалось с помощью его отца. После беседы с ним юноша отпустил школьников и сдался полиции.",его,"['охраннику', 'подростка', 'педагога']",2,2
"Теперь внук Бандеры в своем
блоге, обращаясь на английском языке к новому президенту Виктору Януковичу, пишет: ""Я слышал, что это создает вам некоторые проблемы в Москве и что ""Газпром"", возможно, поднимет цены на газ, если вы не аннулируете присвоение Бандере звания Героя Украины ко Дню Победы Сталина, который отмечается 9 мая. Я также слышал, что польский политик Павел Залевский угрожал, что Украина не станет членом Евросоюза, если вы не отмените это решение Ющенко"", - добавил Бандера. Он также заявил, что не уверен в том, что Залевский, автор резолюции P7-TA(2010) 0035, советовался с другими членами Европарламента ""перед тем, как открыл свой рот"". ""Я думал-думал и нашел ответ в интернете"", - пишет внук.",своем,"['новому президенту Виктору Януковичу', 'внук Бандеры', 'Бандеры']",2,2
"Довгий со своей стороны подал иск в суд, потребовав восстановить его на работе, взыскать с СКП РФ средний заработок за время вынужденного прогула, а также выплатить ему компенсацию за моральный вред в размере 100 тысяч рублей. Аналогичный иск подал его заместитель Александр Новиков, также уволенный из СКП, и двое других сотрудников следственного комитета - начальник отдела главка Сергей Глухих и следователь по особо важным делам Юрий Ермаков. Всем им суд в восстановлении на работе отказал.",ему,"['СКП РФ', 'Довгий', 'суд']",2,2
"Год спустя после избрания Владимира Путина президентом России его команда, большая часть членов которой являются бывшими сотрудниками ФСБ, ""продолжает производить впечатление нестабильного конгломерата, объединяющего сторонников жесткой линии и либералов"", пишет сегодня французская газета Liberation. Приход этих людей ""с зачастую неясным прошлым"", вызвал серьезную растерянность у части общества, которая еще хранит воспоминания о репрессиях коммунистических времен.",которая,"['серьезную растерянность', 'части общества', 'французская газета Liberation']",2,2
"Тем временем до 1 сентября генеральный директор Международного агентства по атомной энергии (МАГАТЭ) Мухаммед аль-Барадеи должен представить ООН доклад с выводами, подчинился ли Тегеран требованиям мирового сообщества. В принятой месяц назад резолюции Совет Безопасности предупредил Иран, что его отказ может повлечь за собой введение международных дипломатических и экономических санкций.",его,"['Иран', 'Международного агентства по атомной энергии', 'Совет Безопасности']",1,1
"Официально целью проведения конференции было озвучено ""непредвзятое"" исследование Холокоста и рассмотрение вопроса о том, действительно ли нацисты убивали евреев в газовых камерах. ""Наша задача - не подтверждение или опровержение существования Холокоста. Мы хотим дать возможность изложить свое мнение мыслителям, которые не могут сделать этого в Европе"", - заявил министр иностранных дел Ирана Манучер Моттаки, открывая конференцию.",свое,"['министр иностранных дел Ирана Манучер Моттаки', 'конференцию', 'мыслителям']",3,3
"Член совета по проведению государственных религиоведческих экспертиз при Минюсте России Евгений Мухтаров заявил ""Известиям"", что, по его мнению, церковь Бойнецкого является одной из разновидностей неопятидесятнических сект. ""Фирменная особенность"" неопятидесятников - ""общение на иных языках"", когда верующий во время богослужения впадает в транс, заявил он. Ранее специалисты из Института имени Сербского специально изучали такую форму богослужения и пришли к выводу, что она может нанести непоправимый вред психическому здоровью, утверждает Мухтаров.",она,"['такую форму богослужения', 'церковь Бойнецкого', 'России']",1,1
"Накануне Омельченко заявил о необходимости взять под стражу экс-главу МВД Юрия Кравченко в связи с угрозой для его жизни. Он обвинил в смерти Кравченко, найденного в пятницу мертвым на своей даче, генерального прокурора страны Святослава Пискуна. ""Сознательно и официально обвиняю генерального прокурора Пискуна в смерти Юрия Кравченко"", - сказал Омельченко.",своей,"['генерального прокурора страны Святослава Пискуна', 'Омельченко', 'Кравченко']",3,3
"Так, 6 августа 2010 года трое пьяных сотрудников Следственного комитета при прокуратуре устроили дебош на борту самолета ""Аэрофлота"" и помешали ему вовремя вылететь из Санкт-Петербурга в Москву. Силовики очень громко разговаривали, ругались, пытались распивать напитки на борту спиртные, ""посылали"" стюардесс, которые старались их утихомирить. Вывести их из салона смогли только после прибытия на место дежурного прокурора по Петербургу.",ему,"['""Аэрофлота""', 'Следственного комитета при прокуратуре', 'самолета ""Аэрофлота""']",3,3
"Таким образом Медведеву дали понять, что он может освободить Ходорковского и Лебедева без их просьбы. Однако Медведев с такими выводами не согласился, ответив, что просто не понимает, почему он должен миловать человека, который у него об этом не просил.",он,"['Медведев', 'Лебедева', 'Ходорковского']",1,1
"Подписанный закон был принят Госдумой 8 апреля и одобрен Советом Федерации 13 апреля 2005 года. Подписанный федеральный закон направлен на расширение сферы применения соответствующих норм законодательства РФ в целях профилактики правонарушений несовершеннолетних, связанных с употреблением алкогольной и спиртосодержащей продукции, пива и напитков, изготовленных на его основе.",его,"['Советом Федерации', 'пива', 'Подписанный федеральный закон']",2,2
"Помощники Трампа тогда отказались комментировать отношения избранного президента с Киссинджером. Но, по словам источников, ознакомленных с мерами, принимаемыми трамповской администрацией, Трамп восхищен Киссинджером, как и другими республиканскими деятелями прежних времен, такими как Роберт Гейтс и Кондолиза Райс, к которым он обращался за помощью в сфере политики и подбора кадров.",он,"['Трамп', 'Роберт Гейтс', 'Киссинджером']",1,1
"Другие датские политики высказались еще более резко. Представитель Датской народной партии Сёрен Йесперсен назвал смехотворным предположение о том, что Дания продаст США 50 тысяч своих граждан. ""Если он в самом деле обдумывает такой план, это окончательное доказательство того, что он сошел с ума"", - заявил Йесперсен о Трампе.",своих,"['Другие датские политики', 'США', 'Дания']",3,3
"В середине апреля у Воронцова прошел обыск по делу о распространении недостоверной информации. Как утверждали тогда в СК РФ, анонимный пользователь ""Владимир Воронцов"" распространил ложную информацию о том, что курсантов и офицеров одного из военных учебных заведений, в котором насчитывается 70% заболевших коронавирусом, заставляют делать утреннюю зарядку. Воронцов после обыска остался в статусе свидетеля. После этого, по словам ""омбудсмена полиции"", сотрудники управления собственной безопасности МВД посетили его знакомых из числа бывших и действующих сотрудников полиции. Их уговаривали дать показания на Воронцова, однако они отказались и сообщили об этом ""омбудсмену полиции"".",котором,"['СК РФ', 'Воронцов', 'одного из военных учебных заведений']",3,3
"Всего в жеребьевке принимали участие 46 клубов. Двадцать восемь из них пока продолжают борьбу во втором отборочном раунде, который завершится в ближайшую среду. Еще 18 вступят в игру с третьего раунда. Ряд команд получили статус сеяных. Если во втором раунде какой-либо клуб победит соперника, имеющего достаточно высокий рейтинг для того, чтобы быть сеяным, то в третьем раунде он сам будет посеян вне зависимости от величины собственного рейтинга.",он,"['какой-либо клуб', 'третьем раунде', 'Ряд команд']",1,1
"Собственно, глядя на происходящее в мире компьютерных игр, да и на то, что вне их, понимаешь что основная претензия седых отставников (может быть даже и не осознаваемая ими) в том и состоит, что мир этот - от игры ""Стелларис"" до Монеточки - предлагает поколению ""внуков"" существенно большую и разнообразную информацию (про то, что она более интересна я даже не говорю), чем как следует цензурированная (и мертвенно устаревшая еще до цензуры) школьная и внешкольная государственная программа по общественных наукам и социальным навыкам.",она,"['существенно большую и разнообразную информацию', 'школьная и внешкольная государственная программа по общественных наукам и социальным навыкам', 'игры ""Стелларис""']",1,1
"В результате основу рода Миддлтон положила старшая сестра матери Елизаветы 1 - Мэри Болин. На протяжении четырех лет у Мэри был страстный роман с Генрихом VIII. После чего она родила в 1524 году девочку - Кэтрин, а спустя два года мальчика - Генри.",она,"['матери Елизаветы 1', 'Мэри', 'Елизаветы 1']",2,2
"Заявления президента и министра обороны РФ прозвучали на фоне новых претензий Канады, подавшей в ООН заявку на расширение своего континентального шельфа в Арктике и готовящейся предъявить права на Северный полюс, который пытается застолбить за собой Россия.",своего,"['министра обороны РФ', 'Канады', 'РФ']",2,2
"Заявления президента и министра обороны РФ прозвучали на фоне новых претензий Канады, подавшей в ООН заявку на расширение своего континентального шельфа в Арктике и готовящейся предъявить права на Северный полюс, который пытается застолбить за собой Россия.",собой,"['Арктике', 'Северный полюс', 'Россия']",3,3
"Отмечается, что Трамп выполнил эту просьбу советников. Он ни словом не обмолвился о России во время своего выступления, которое состоялось вечером среды. Однако выдержки президента хватило лишь на несколько часов. Уже в четверг утром он оставил следующую запись в своем аккаунте в Twitter: ""Кстати, если Россия вмешивалась в выборы 2016 году, все это происходило при администрации Обамы. Почему они не остановили их?""",своего,"['президента', 'советников', 'России']",1,1
"До этого врачи никого, включая приехавших из Петербурга родственников, к солдату не пускали. В субботу Рудакова посетили отец, младшая сестра и бабушка его лучшего друга, ухаживавшая за ним.",ним,"['его лучшего друга', 'отец', 'Рудакова']",3,3
"После того как Россия заблокировала в Совете Безопасности ООН западный вариант резолюции по Сирии, косвенно открывающий путь к силовому вмешательству, случилось то, чего опасался глава МИДа Сергей Лавров: на Россию ""повесили всех собак"". Представители западных стран разразились яростными обвинениями, причем США пригрозили действовать в обход Совбеза, который, по выражению представителя страны в ООН Сьюзан Райс, ""полностью провалил важнейшую задачу своей повестки дня в этом году"".",своей,"['США', 'ООН', 'Совбеза']",3,3
"Замглавы внешнеполитического ведомства США называет расширение НАТО и ЕС ключевыми факторами ""в проведении демократических и рыночных реформ в этом крупном регионе, где реформы некогда были под вопросом"". По его словам, страны Центральной и Восточной Европы, со своей стороны, доказали, что они надежные союзники, поддержав США в Афганистане и Ираке.",своей,"['НАТО', 'Замглавы внешнеполитического ведомства США', 'страны Центральной и Восточной Европы']",3,3
