text,first span,second span,correct_answer,answer
"Бабушку, сообщившую в эфире ""Первого канала"" об ""испражняющихся"" на Чистых прудах оппозиционерах, хотят засудить за клевету. С таким предложением выступила Ксения Собчак, после записей в блоге которой сетевая общественность стала собирать информацию о Нине Топоровой. В сюжете первого канала разгневанную лагерем активистов бабушку назвали ""местной жительницей"", но выяснилось, что она является активисткой ""Единой России"", да и живет за несколько километров от лагеря - на Красносельской улице.",первого канала,лагеря,False,False
"""На настоящий момент по данному инциденту у нас проходят пять подозреваемых"", - рассказал РИА ""Новости"" руководитель пресс-службы УВД Южного административного округа Москвы Валерий Бузовкин. Допросить удалось лишь четверых, и все они утверждают, что за рулем был именно пятый. Собеседник агентства отказался назвать имена и фамилии подозреваемых, сославшись на тайну следствия, однако журналистам уже известны и имя владельца машины, и имя предполагаемого лихача.",предполагаемого лихача,владельца машины,False,False
"Однако компания Nutella отказалась напечатать имя девочки на этикетке, поскольку латинское написание данного имени выглядит как ISIS, что созвучно акрониму запрещенной в России экстремистской организации ИГИЛ - ""Исламское государство"". Английский вариант написания группировки - ISIS (Islamic State of Iraq and al-Sham).","запрещенной в России экстремистской организации ИГИЛ - ""Исламское государство""",компания Nutella,False,False
"Мегаслияние должно объединить такие фирмы, как ""Иркут"", конструкторские бюро ""Сухой"", ""Туполев"", ""Ильюшин"", Казанское авиационное производственное объединение и нижегородский авиастроительный завод ""Сокол"". Федеральная антимонопольная служба дала на прошлой неделе добро на слияние. ""Мы уверены, что структурные реформы в данном секторе позволят России повысить конкурентоспособность своих предприятий на мировых рынках и обеспечить разработку новых самолетов"", - сказал Андрей Цыганов, заместитель главы ФАС. Таким образом европейский аэрокосмический концерн EADS косвенно становится совладельцем нового предприятия: в настоящее время ему принадлежит 10-процентный пакет акций ""Иркута"", напоминает немецкая газета. (Полный текст на сайте Inopressa.ru.)",слияние,нового предприятия,True,False
"Он добавил, что участники переговоров не спешат. ""Нам не подойдет просто любое соглашение. Соглашение с Ираном должно гарантировать мирный характер его ядерной программы. При этом соглашение должно быть основано не на доверии, а на строгих процедурах контроля за его выполнением"", - подчеркнул он.",соглашение,Соглашение с Ираном,True,False
"""Согласно официальной версии, в регионе выпали большие осадки в течение короткого времени, и две крупные реки по водоразделу и мелкие ручейки встретились в одной точке, и Крымский район пострадал наиболее сильно"", - цитирует ИТАР-ТАСС главу МЧС Владимира Пучкова. От мощных ливневых дождей пострадали и другие города - Кабардинка, Дивноморское, Геленджик, Новороссийск. ""Там потери меньше, в том числе, благодаря тому, что эффективно сработали все силы"", - отметил министр.",министр,главу МЧС Владимира Пучкова,True,False
"Накануне политик Кирилл Шулика обратил внимание, что Путин в начале послания также затронул вопросы политического развития страны, причем ""не с точки зрения каких-то предложений, а с точки зрения, что называется, похвастаться"", отмечал эксперт. Единственной партией, которую упомянул президент, была ""Единая Россия"". ""Но, конечно, особая ответственность на партии ""Единая Россия"", которая, кстати, сегодня отмечает свое пятнадцатилетие. Партия имеет конституционное большинство в Госдуме, является главной опорой правительства в парламенте. И нужно так выстроить совместную работу, чтобы все обещания, обязательства, взятые перед гражданами, были выполнены"", - заявил Путин.","партии ""Единая Россия""",Единственной партией,True,False
"Заявление Кадырова было сделано 2 февраля на съезде последователей суфийского течения в исламе, состоявшемся в мечети ""Сердце Чечни"" имени Ахмата Кадырова в Грозном. Тогда глава Чечни заявил, что в Ингушетии борьба с радикальными проповедниками ведется недостаточно эффективно, упомянув при этом двух ингушских богословов - имама Насыр-Кортской мечети Хамзата Чумакова и основателя специальной школы арабского языка в Малгобеке Ису Цечоева.",Кадырова,глава Чечни,True,False
"В Санкт-Петербурге, признанной культурной столице России, обсуждается возможность установки памятника гопнику. Авторы инициативы полагают, что арт-объект, посвященный ушедшему в прошлое явлению, должен находиться в одном из спальных районов города. Депутат Виталий Милонов категорически против проекта.",памятника гопнику,"арт-объект, посвященный ушедшему в прошлое явлению,",True,False
"Читинский областной суд отклонил во вторник кассацию прокуратуры на решение Ингодинского районного суда Читы по жалобе бывшего главы МФО МЕНАТЕП Платона Лебедева на следователя Генпрокуратуры. ""Судебная коллегия по уголовным делам указала на необоснованность кассационного представления и надуманность аргументов"", - сообщил агентству ""Интерфакс"" адвокат Лебедева Владимир Краснов.",прокуратуры,Судебная коллегия по уголовным делам,False,False
"Отметим, что правящая партия и так получает наиболее значимую часть господдержки после того, как набрала на последних выборах 49,3% голосов, получив поддержку 32,3 млн избирателей. Также господдержкой пользуются КПРФ (19,1%; 12,5 млн), ""Справедливая Россия"" (13,2%; 8,6 млн), ЛДПР (11,6%; 7,6 млн) и не преодолевшее проходной барьер, но набравшее больше установленных законом 3% ""Яблоко"" (3,4%; 2,25 млн голосов). В случае если поправки будут приняты, до ближайших выборов в Госдуму единороссы смогут получать по 3,56 млрд руб. ежегодно, КПРФ - 1,38 млрд, справедливороссы - 956 млн, ЛДПР - 843 млн, ""Яблоко"" - 247 млн рублей. Дебаты об увеличении господдержки партий идут в то время, пока эксперты говорят об увеличении расходов бюджета и беспокоятся за доходы.","""Справедливая Россия""",справедливороссы,True,False
"Судебная тяжба, тянется еще с конца девяностых, когда обвинение в подавлении конкуренции на рынке выдвинули в Брюсселе. Самый большой штраф пришелся на Heineken - компанию обязали выплатить 219 млн евро. Это самый большой штраф за подобное обвинение в Евросоюзе. На Grolsch и Bavaria пришлись штрафы в 31,7 и 22,9 млн евро соответственно. Уполномоченная по вопросам конкуренции Нили Крос сообщила, что производители пива попросту поделили рынок между собой, и что подобные действия недопустимы. Она также отметила, что члены советов директоров компаний прекрасно знали о подобной политике, ничего не предпринимая. Более того, они всячески пытались скрыть это.",компаний,производители пива,True,False
"Владимиру Усову, Игорю Пряхину и Александру Колеснику следователи предъявили обвинение в нелегальной банковской деятельности (ч. 2 ст. 172 УК РФ). Владимиру Усову также добавили статью о легализации денежных средств (ст. 174.1 УК РФ) - около 180 тысяч рублей. Расследование дела в отношении Вячеслава Бреусова приостановлено (в суде прозвучало, что он находится в США). Судебное разбирательство по делу началось в январе 2010 года.",Вячеслава Бреусова,Владимиру Усову,False,False
"Александр Литвиненко, бежавший в 2000 году в Великобританию и получивший в октябре этого года британский паспорт, скончался 23 ноября в больнице Университетского колледжа Лондона. Специалисты британского Агентства по охране здоровья обнаружили в его теле следы радиоактивного элемента полоний-210, которые затем также были найдены в местах, которые посещал Литвиненко, в частности, в ресторане Itsu и отеле Millennium в центре Лондона, а также в его доме в районе Мазвелл-хилл на севере британской столицы.",Великобританию,британской столицы,False,False
"В Баграме президент США рассказывал американским военным о самой удачной войсковой операции в уезде Марджа южной провинции Гельменд. Тем временем из самого уезда приходили несколько иные сообщения. Накануне прилета Обамы талибы близ Марджи разгромили колонну частного охранного предприятия, убив четырех сотрудников ЧОП и ранив еще нескольких. Представители афганских силовых структур уже подтвердили эту информацию.",самого уезда,Марджи,True,False
"Между тем в Екатеринбургской епархии удивлены таким вниманием к этому случаю. ""Просмотренное видео вызывает у меня вопросы не к тому человеку, который изображен на этом видео, а вызывает вопросы к тем людям, которые его разместили и которые его комментируют. Для меня это говорит об искаженном сознании. Что мы видим на записи? Я вижу человека, который вместе с ребенком проводит время, я вижу, что он трезвый, который не сидит за игровой приставкой, а проводит время в заботе о семье и о детях"", - заявил Е1.ru епископ Среднеуральский Евгений.",епископ Среднеуральский Евгений,человека,False,False
"Источники газеты отмечают, что большинство сотрудников Форин-офиса ""не заметили изменений в талии Палмерстона"", но руководство стремится следить за тем, чем именно питается кот, и за количеством потребляемых им калорий. Это и породило слухи о том, что главный мышелов стал менее сноровистым. Представитель британского МИДа отказался их комментировать, но подтвердил, что персоналу действительно была разослана записка с просьбой не подкармливать Палмерстона.",сотрудников Форин-офиса,персоналу,True,False
"Кроме того, Путин поинтересовался у главы Минфина РФ Антона Силуанова, какую именно часть обещанного Россией кредита Украина уже получила к настоящему моменту. ""Я хочу у министра финансов все-таки поинтересоваться и вернуться к началу нашей беседы. Объем помощи фактической, которую мы предоставили Украине на данный момент времени в соответствии с нашими договоренностями, сейчас какой? Сколько, короче, денег мы им дали за время после соответствующих договоренностей?"", - спросил президент. Министр финансов пояснил: ""Мы в декабре прошлого года разместили средства Фонда национального благосостояния в евробумаги, которые были выпущены Украиной в сумме 3 млрд долларов"".",министра финансов,Путин,False,False
"Правительства южноамериканских выступили с поддержкой президента Эквадора Рафаэля Корреа и критикой действий повстанцев. Венесуэльский президент Уго Чавес обвинил протестующих в ""попытке свергнуть президента Корреа"". По его словам, ""действия повстанцев скоординированы и не имеют под собой экономической основы, а направлены на свержение законно избранного президента страны"". Вице-президент Колумбии Анхелино Гарсон заявил, что ""в Боготе признают только легитимное правительство Эквадора, возглавляемое Корреа"". В МИД Аргентины выразили ""глубокую обеспокоенность в связи с акциями протеста и высказались поддержку конституционно избранного президента"". Президент Перу Алан Гарсия заявил, что страны Южной Америки намерены защитить стабильность в Эквадоре. При этом он объявил о ""закрытии государственной границы с Эквадором в связи с кризисом"".",Корреа,президента Корреа,True,False
"На вопрос журналистов о том, давно ли МГИМО стал местом, где нельзя свободно высказывать свою политическую позицию, Зубов ответил, что таким местом за последнее время скорее стала вся Россия. ""Знаете, до сегодняшнего дня я никогда не цензурировал себя, читая лекции, проводя семинары и устраивая чаепития на кафедре. Я говорил то, что думал, по всем вопросам, разумеется, облекая в приличную форму. Но это считалось, я бы сказал, плюсом для себя, меня ректор ценил. Поэтому произошедшее, видимо, не столько мгимовское явление, сколько общероссийское"", - пояснил историк.",ректор,историк,False,False
"Как рассказали газете ""Ведомости"" два участника совещания, Володин заявил, что на основании наконец-то начавшего расти рейтинга доверия электората Путину есть уверенность в его победе уже в первом туре, однако совершенно исключить вероятность проведения второго тура нельзя. Как поняли собеседники агентства, тем не менее Кремль не настаивает на обеспечении губернаторами победы премьера в первом туре, а указывает лишь на то, чтобы главы региона обеспечили все условия для проведения честных выборов.",губернаторами,главы региона,True,False
"В ответе прокуратуры говорится, что управляющая Ozon.ru компания ""Интернет решения"" осуществляет отпуск препаратов, представленных на сайте, через аптечный пункт в Москве на основании полученной в сентябре 2018 года лицензии. Что же касается курьерской доставки препаратов из этого пункта, то она производится на основании договора, подписанного между клиентом и ООО ""Вестовой"", которое совершает действия от имени заказчика, включая ознакомление с заказанным товаром.",аптечный пункт в Москве,этого пункта,True,False
"Ближневосточная пресса присоединилась к обсуждению предполагаемого участия России в сирийском конфликте. Ливанская газета ""Ас-Сафир"" утверждает, что на прошлой неделе командир элитного иранского подразделения ""Аль-Кудс"" Касем Сулеймани второй раз за последние два месяца посетил Москву. Издание ссылается на информацию некоего арабского источника и предполагает, что РФ и Иран договариваются о совместной работе на территории Сирии. ""Согласно арабским источникам, иранцы и русские достигли общего видения"", - говорится в материале издания.",издания,"Ливанская газета ""Ас-Сафир""",True,False
"Активисты Greenpeace в Мурманске в результате нападения вооруженных злоумышленников лишились клетки, которую планировали использовать для проведения протестной акции, связанной с судом над своими соратниками. Впрочем, инцидент на планы экологов не повлиял.",экологов,вооруженных злоумышленников,False,False
"Отметим, что передача ""Петербургский час"" на Пятом канале, во время съемок которой произошел скандал, финансируется Смольным и считается главным эфирным ресурсом Матвиенко. Поводом для скандала стала опубликованная на портале lenizdat.ru служебная записка, направленная директором и ведущей программы ""Петербургский час"" Татьяной Александровой руководству телекомпании и горадминистрации, в которой были процитированы прозвучавшие за кадром высказывания Бодрунова с оскорблениями в адрес телезрителей и журналистов.",телекомпании,Пятом канале,True,False
"Антимонопольное расследование в отношении нефтеперерабатывающего завода ""Лукойла"" в Бургасе было начато властями Болгарии еще в феврале этого года. Комиссия по защите конкуренции проанализировала динамику топливного рынка Болгарии с 2013 по 2015 годы и обнаружила схожесть ценовой политики семи компаний, которая не отражала реальную ситуацию на рынке. ""Это может быть результатом картельного соглашения"", - отмечалось тогда в пресс-релизе регулятора.","""Лукойла""",регулятора,False,False
"Этажи квартиры соединяет пневматический лифт, который был установлен хозяевами вместо снесенной массивной винтовой лестницы. Верхний этаж квартиры знаменитых супругов представляет собой застекленное от пола до потолка пространство. Там стоят клавишные, есть библиотека, зона отдыха, большая кухня. А рядом, за раздвижными стеклянными стенами, оборудован бассейн, который является предметом гордости Николаева. Звезда считает, что это не атрибут роскоши, а необходимость. Ведь в Юрмале мелкое и холодное море, да и пляжи переполнены.",знаменитых супругов,хозяевами,True,False
"Формально Палестинская автономия (ПА) не располагает армией, но ""армия Палестины"", в определенном смысле, уже существует, пишет NEWSru Israel. Будущие офицеры этой армии получают высшее образование в военных вузах России, некоторых других стран восточной Европы. Кроме того, они проходят военную подготовку в северной Африке и юго-восточной Азии (в частности, в Ливии и Бангладеш), но в этих странах высшего военного образования они не получают.",Палестинская автономия,этой армии,False,False
"Фамилии мальчика Бастрыкин не назвал, но, предположительно, речь шла о шестилетнем Максиме Бабаеве. Во всяком случае именно в его дело накануне гневного заявления главы СКР российский МИД призвал вмешаться власти США.",мальчика,Бастрыкин,False,False
"При взлете самолета Bombardier Dash 8 авиакомпании Flybe из британского аэропорта Саутгемптон у двигателя воздушного судна оторвалась створка, прикрывающая начинку мотора и, отлетая, повредила крыло. При расследовании командир экипажа утверждал, что перед взлетом проверил машину, включая крышки двигателя, и они были должным образом закреплены. Но подразделение по расследованию авиапроисшествий AAIB заключило, что дверца не была должным образом закреплена, передает BBC.",самолета Bombardier Dash 8 авиакомпании Flybe,экипажа,False,False
"Убийства высокопоставленных сотрудников милиции и чиновников произошли в Северной Осетии в марте-декабре 2008 года. Жертвами киллеров стали начальник УБОП МВД республики полковник Марк Мецаев, заместитель начальника отдела Промышленного РОВД полковник Илья Касрадзе, начальник отдела уголовного розыска полковник Виталий Чельдиев и его 20-летний сын. Также среди жертв оказались начальник отдела по раскрытию особо тяжких преступлений МВД полковник Анатолий Качмазов.",заместитель начальника отдела Промышленного РОВД полковник Илья Касрадзе,его 20-летний сын,False,False
"""Растет число контактов с нами со стороны Талибана как в Афганистане, так и в Пакистане. Их число особенно возросло за последние семь-восемь месяцев. Только на этой неделе у меня было более пяти контактов с руководителями Талибана, которые хотят выяснить, могут ли они вернуться в Афганистан"", - сообщил президент.",меня,президент,True,False
"Как утверждает в письме один из читателей NEWSru.com, руководил ""Ночными волками"" байкер Рома Ангел - родной брат Хирурга, ему же якобы принадлежит прибывший в Зеленоград Hummer. По словам автора письма, не спрятавшихся в гараже байкеров ""волки"" избили и раздели, угрожая сексуальным насилием. По данным читателя, в распоряжении ""Трех дорог"" имеется видеозапись инцидента, которую уже отправили в правоохранительные органы и скоро опубликуют в интернете.",автора письма,один из читателей NEWSru.com,True,False
"Эта квартира не указана в декларации о доходах и имуществе Сергея Чемезова. Она обнаружилась в декларации его жены – Екатерины Игнатовой в виде двух нежилых помещений площадью в 711 и 723 квадратных метра соответственно. Ранее в ФБК рассказывали, что сыну Чемезова и его бывшей жене принадлежат две соседние квартиры общей площадью 370 квадратных метров в доме в Шведском тупике в Москве. В доме на Поварской улице Чемезову и его жене принадлежат две квартиры общей площадью 645 квадратных метров. Кроме того, у сына Чемезова есть квартира на улице Воронцово поле площадью 342 квадратных метра и дача на Рублевке, которую в ФБК оценили в 400 млн рублей. Сам Чемезов также имеет дачу, которая находится в поселке Акулинино. Площадь участка Чемезова составляет 6 гектаров, а главного дома с рыцарским залом и резным троном в нем – 1600 квадратных метров. На территории поместья расположены гостевой дом, ряд других построек и теннисный корт.",дачу,территории поместья,True,False
"""В дежурную часть службы спасения при МЧС в четверг поступило сообщение о том, что на пляже 202-го микрорайона утонул мужчина. Для поиска тела к месту происшествия была отправлена водолазная группа. Свидетели показали спасателям место"", - сказал представитель МЧС. По его словам, пожилой мужчина отплыл совсем недалеко от берега и начал тонуть, сообщает ""Интерфакс"".",водолазная группа,спасателям,True,False
"На сей раз внимание сотрудников Фонда привлекли глава Минфина РФ Антон Силуанов и первый замглавы Минобороны Руслан Цаликов. Как отмечает Навальный, их можно назвать яркими представителями групп так называемых системных либералов (Силуанов) и силовиков (Цаликов), на которые многие любят делить представителей российской власти. Но на деле, по мнению оппозиционера, это деление является искусственным, доказательством чему и служит новое расследование.",Навальный,оппозиционера,True,False
"Подробностей о геях, которых приютила Литва, министр не сообщил. 5 апреля издание Snob опубликовало монолог гея-чеченца, утверждавшего, что он бежал из Чечни и попросил политического убежища в Европе. По его словам, он уже полтора года живет в одной из европейских стран, не уточнив, в какой именно.",гея-чеченца,министр,False,False
"""Была выявлена пособническая база террористов, а также их связи из числа радикально настроенных жителей Нового Уренгоя, - уведомила ФСБ. - В целях пресечения противоправной деятельности пособников террористов 26 апреля 2018 года в Новом Уренгое ФСБ совместно с МВД России проведена профилактическая специальная операция, в ходе которой задержано 20 человек и проведено 17 обысковых мероприятий"".",ФСБ,профилактическая специальная операция,False,False
"По версии следствия, Василий Дупак похитил у членов трудового коллектива своего племзавода права на земельные участки в Люберецком и Можайском районах Московской области общей площадью более 2,2 тысячи гектаров и стоимостью 15 миллиардов рублей. Будучи в 1994 году гендиректором государственного племзавода, при его реорганизации в частное предприятие Дупак и его не установленные следствием сообщники подделали протокол общего собрания работников завода, на котором якобы было принято решение о внесении земельных паев в уставный фонд нового предприятия, главным владельцем которого оказался сам депутат. Позднее часть земель была продана, а вырученные средства легализованы. Потерпевшими по делу были признаны 561 человек.",Василий Дупак,сам депутат,True,False
"Газета The Sunday Times представила свой традиционный список богатейших жителей Великобритании: среди лидеров почти исключительно индийские и российские фамилии. Рейтинг нынешнего года возглавили выходцы из Индии Дэвид и Саймон Рубены, а среди россиян, предпочитающих жить в Лондоне, - миллиардеры Алишер Усманов и Роман Абрамович.",свой традиционный список богатейших жителей Великобритании,Рейтинг нынешнего года,True,False
"Представители ингушских общественных организаций обратились к народу Чечни и президенту России Владимиру Путину с просьбой дать оценку словам главы Чечни Рамзана Кадырова, назвавшему ингушских богословов ""шайтанами"" и запретившему вести диалог с представителями ""нетрадиционного"" ислама (салафизма и ваххабизма), утверждает газета ""Коммерсант"".",Представители ингушских общественных организаций,ингушских богословов,False,False
"На днях лидер ""Левого фронта"" был задержан в Санкт-Петербурге во время несанкционированной акции у БКЗ ""Октябрьский"". Удальцов и еще 12 человек пытались пройти на Марсово поле, где через час должен был начаться согласованный с властями митинг, однако были задержаны полицией. Их обвинили в неповиновении сотрудникам правоохранительных органов, организации несогласованной массовой акции и оставили на ночь в ОВД. Вместе с Удальцовым были задержаны и представители СМИ, которых впоследствии отпустили под обязательство явиться в мировой суд.","""Левого фронта""",мировой суд,False,False
"Авторы картины считают, что ""Гражданин поэт. Прогон года"" - это ""фильм-размышление о причинах стремительного пробуждения гражданской позиции миллионов людей"". Лента Веры Кричевской, скорее, рассказ для посвященных о том, как все начиналось, как заканчивалось и чего все это авторам проекта стоило. Именно этим ценны эпизоды, в которых Васильев ругается с Ефремовым и обменивается шутками с Прохоровым, или Дмитрий Быков сидит за рабочим столом и рассказывает, зачем же на самом деле его пригласили на встречу с главой государства.",проекта,картины,True,False
"Президент США Дональд Трамп заявил, что Федеральное бюро расследований (ФБР) тратит слишком времени на попытки доказать несуществующий сговор между его помощниками и Россией во время президентских выборов в 2016 году, из-за чего ведомство упустило Николаса Круза, который застрелил 17 человек в школе в городе Паркленд (штат Флорида). Об этом глава Белого дома сообщил в Twitter.",ведомство,Федеральное бюро расследований,True,False
"Публицист пишет о четырех пассажирах машины, четырех мотоциклистах и двух снайперах. В других источниках это не подтверждается. Могуи также подверг резкой критике разведывательные ведомства и заявил, что в них проникли лазутчики, которые могли предоставить информацию организаторам убийства.",организаторам убийства,двух снайперах,False,False
"Ровер Curiosity, уже третью неделю обживающийся на поверхности Марса, продолжает радовать поклонников новыми фотографиями с Красной планеты. Вслед за первыми цветными снимками и фото в 3D марсоход прислал на Землю панораму окрестностей кратера Гейла, в котором он совершил посадку. Снимки окружающих Curiosity пейзажей позволили сделать первую интерактивную панораму Марса.",Красной планеты,Землю,False,False
"Госдума в среду поддержала внесенный президентом РФ закон о введении моратория на участие России в Договоре об обычных Вооруженных силах в Европе (ДОВСЕ). Это решение не имеет прецедентов в новейшей истории России, передает РИА ""Новости"". Напомним, накануне Госдеп США объявил о готовности пойти на уступки ради того, чтобы Кремль не разрывал договора.",моратория на участие России в Договоре об обычных Вооруженных силах в Европе,договора,False,False
"Всероссийский союз страховщиков сообщил, что родные погибших военных получат до 7,8 млн рублей, а гражданских - 3 млн рублей. Страховая компания ""Согаз"", где были застрахованы пассажиры самолета, отметила, что семья каждого погибшего военнослужащего получит 5,8 млн рублей.",семья каждого погибшего военнослужащего,"Страховая компания ""Согаз""",False,False
