text,first span,second span,correct_answer,answer
"Наши ""стратеги"" успокаивают: многополярный мир – это то, что нам нужно. Но ведь многополярность означает формирование ""полюсов"", вокруг которых должны группироваться зависимые государства. Где же наша галактика, если даже белорусский лидер Лукашенко фрондирует? ""Стратеги"" успокаивают: ""У нас остается Центральная Азия!"". Ну да, конечно, если оттуда уйдет Китай. Видно, понимая, что мечты о многополярности могут развеяться, кремлевская рать завела песню о ""Большой Евразии"". Это сооружение должно охватить и Европу. Интересно, а европейцев спросили, хотят ли они присоединиться? Большая Евразия мыслится как сообщество без лидеров. Короче, ""облако в штанах"", где все будет решаться сообща. Но как тогда кем мы будем руководить?",Это сооружение,"""облако в штанах""",False,False
"Президент РФ Владимир Путин 18 марта, в день второй годовщины присоединения Крыма к России, совершит рабочую поездку на полуостров. Глава государства ознакомится с ходом строительства моста через Керченский пролив на острове Тузла, говорится в сообщении на сайте Кремля.",Крыма,полуостров,True,False
"Сотрудники правоохранительных органов столицы по фотографиям и видеозаписям с камер наблюдения разыскивают водителя автомобиля Bentley, который в минувшее воскресенье на Каширском шоссе сбил пешехода и скрылся. 47-летний москвич Игорь Ильин в критическом состоянии с многочисленными травмами был госпитализирован в горбольницу №7, однако спасти его жизнь врачам не удалось.",47-летний москвич Игорь Ильин,пешехода,True,False
"Между тем независимые эксперты сомневаются, что граждане будут довольны государственной оценкой. По мнению участника рабочей группы по кадастровой оценке, профессора Государственного университета по землеустройству Сергея Коростелева, на выходе кадастровая оценка от ГБУ получится выше рыночной. ""Реально улучшить качество по этой методике практически невозможно. Там даже не прописаны критерии точности"", - отметил он.",граждане,независимые эксперты,False,False
"Отметим, в последнее время все чаще сообщается о подобных лекциях, проводимых в школах по всей России из-за интереса учеников к деятельности Навального. В середине октября директор хабаровского лицея Ольга Кодина даже решила выгнать 15-летнего ученика, активно принимавшего участие в работе городского штаба оппозиционера. В ходе беседы, на которой присутствовали психолог и другие педагоги, директор срывалась на крик и заявляла родителям ученика, что ""в их дом пришла беда"", а также угрожала доложить об оппозиционной деятельности их сына в Федеральную службу безопасности.",15-летнего ученика,их сына,True,False
"Александр Литвиненко, бежавший в 2000 году в Великобританию и получивший в октябре этого года британский паспорт, скончался 23 ноября в больнице Университетского колледжа Лондона. Специалисты британского Агентства по охране здоровья обнаружили в его теле следы радиоактивного элемента полоний-210, которые затем также были найдены в местах, которые посещал Литвиненко, в частности, в ресторане Itsu и отеле Millennium в центре Лондона, а также в его доме в районе Мазвелл-хилл на севере британской столицы.",Великобританию,британской столицы,False,False
"В среду в Палестинской автономии проходят первые за десятилетие и вторые в истории выборы в Законодательное собрание. Главной их интригой стало участие экстремистского движения ""Хамас"", чье влияние за последнее время усилилось. Впервые к власти в автономии легально могут прийти представители организации, признаной в США, Израиле и Европе террористической. Эксперты полагают, что в этом случае велики шансы стагнации и даже сворачивания мирного процесса на Ближнем Востоке.","экстремистского движения ""Хамас""",организации,True,False
"Активисты незарегистрированной партии ""Другая Россия"" заявили о создании на территории Донбасса собственного военного подразделения, которое будет воевать за сепаратистов. Участник движения, созданного политиком Эдуардом Лимоновым, рассказал в интервью ""Росбалту"", что их подразделение называется ""Харьковская республика"", и его члены собираются ""освобождать"" Харьковскую область.",движения,собственного военного подразделения,False,False
"Блоггеров потряс невероятный трюк саудовских лихачей: сидя на кузове движущегося джипа, откручивают и снимают у него два колеса (ВИДЕО)",саудовских лихачей,Блоггеров,False,False
"В числе других мероприятий намечена церемония получения наград Сергеем Шойгу, а также его итальянским коллегой - руководителем департамента гражданской обороны при правительстве Италии Гуидо Бертолазо, от президента России и премьер-министра Италии ""за вклад в развитие дружбы и сотрудничества России и Италии"" - их ведомства совместно работали над ликвидацией последствий землетрясения в Аквиле, где затем и был проведен саммит.",президента России,Сергеем Шойгу,False,False
"""Заявлено о крайнем разочаровании и недоумении по поводу политически мотивированного вердикта таиландского Апелляционного суда, который противоречит ранее принятому в августе 2009 года решению Уголовного суда этой страны, отказавшего в экстрадиции Виктора Бута в США в связи с недостаточностью представленных американской стороной доказательств виновности российского гражданина"", - говорится в сообщении МИД РФ, распространенном в пятницу.",РФ,этой страны,False,False
"Отвечая на вопрос, мог ли сидевший в кабине на месте штурмана представитель потенциального заказчика SSJ-100 попросить экипаж выполнить какой-либо опасный маневр или вмешаться в процесс управления самолетом, собеседник агентства сказал: ""По предварительной информации, подобных просьб экипажу не поступало, не было и попыток повлиять на управление. Представитель потенциального заказчика сидел смирно и интересовался лишь обычными практическими моментами эксплуатации: расходом топлива на милю полета, емкостями багажных полок"".",собеседник агентства,потенциального заказчика,False,False
"По словам местных жителей, как раз с 2008 года на данном земельном участке и началась стройка. Любознательные граждане быстро выяснили, что собралась ""Версия"" построить в их славном тихом поселке гостинично-оздоровительный комплекс. Выяснили и удивились: для комплекса приобретенные на берегу озера гектары явно маловаты. Удивлялись до тех пор, пока вокруг стройки не вырос забор. Вокруг стройки и водоема с близлежащим к нему пляжем ""Ласковый"", которым испокон веков пользовались все желающие, включая ребятишек детского санатория ""Солнышко"".",данном земельном участке,гектары,True,False
"Основателю правозащитного проекта ""Омбудсмен полиции"" Владимиру Воронцову предъявлено обвинение в вымогательстве у бывшего полицейского, сообщил ""Интерфаксу"" начальник управления информации и общественных связей столичного главка МВД Владимир Васенин.",начальник управления информации и общественных связей столичного главка МВД Владимир Васенин,бывшего полицейского,False,False
"Подводя итог своим суждениям, Павловский резюмировал: кандидатом от ""государственной партии"" может быть только Дмитрий Медведев. ""Все прочее - просто интриги. А интриги подорвут ту работу, которая была проделана кремлевской командой с 2000 года, отбросив тем самым страну назад"", - сказал Павловский.","""государственной партии""",кремлевской командой,False,False
"Как сообщалось, стрельба в школе в Отрадном произошла в минувший понедельник. Десятиклассник Сергей Гордеев пришел в школу с двумя винтовками, принадлежащими его отцу. Угрожая охраннику, ученик прошел в кабинет, где шел урок географии, убил педагога и взял в заложники около 20 учеников. Затем Гордеев открыл огонь по полицейским, прибывшим по сигналу ""тревожной кнопки"". Обезвредить и задержать подростка удалось с помощью его отца. После беседы с ним юноша отпустил школьников и сдался полиции.",юноша,Десятиклассник Сергей Гордеев,True,False
"Напомним, что, по итоговой версии следствия, в 2003 году вице-президент ""Евросети"" Борис Левин и сотрудники службы безопасности компании, в том числе Каторгин, заподозрили экспедитора компании Андрея Власкина в краже крупной партии мобильных телефонов. Они начали его разыскивать с помощью сотрудников УВД Южного округа Москвы. Как отмечают следователи, эти действия осуществлялись с ведома и в интересах главы ""Евросети"" Чичваркина.",компании,"""Евросети""",True,False
"Активисты потребовали от руководства приюта отдать им живых животных. В результате митинг перерос в конфликт между зоозащитниками и частными охранниками, когда один из активистов проник на территорию учреждения, чтобы сфотографировать тела погибших животных, но был задержан. Зоозащитника избили лопатами.",активистов,частными охранниками,False,False
"Совместная следственная группа, проводящая уголовное расследование крушения лайнера, 28 сентября в голландском города Ньювегейн (провинция Утрехт) представит доклад с результатами своей работы. В частности, специалисты должны сообщить, каким именно оружием и откуда был сбит самолет. Ранее специалисты пришли к выводу, что лайнер был поражен ракетой, выпущенной с земли из зенитного ракетного комплекса ""Бук"". Однако относительно места, из которого была выпущена ракета, мнения разошлись: на Западе и в Киеве в инциденте обвиняют сепаратистов, в России считают, что к преступлению причастны украинские военные.",Совместная следственная группа,специалисты,True,False
"Разбившийся в Черном море Ту-154 вылетел утром 25 декабря из аэропорта Адлер в сирийскую Латакию. Он пропал с радаров в 05:27 мск через несколько минут после вылета. На борту находились 92 человека - исполнительный директор фонда ""Справедливая помощь"" Елизавета Глинка, ансамбль песни и пляски имени Александрова, журналисты Первого канала, телеканала ""Звезда"" и НТВ, а также сопровождающие их военнослужащие и экипаж. Они летели на новогодний концерт для авиагруппы ВКС России в Сирии. Все они погибли.",92 человека,Все они,True,False
"Убийства высокопоставленных сотрудников милиции и чиновников произошли в Северной Осетии в марте-декабре 2008 года. Жертвами киллеров стали начальник УБОП МВД республики полковник Марк Мецаев, заместитель начальника отдела Промышленного РОВД полковник Илья Касрадзе, начальник отдела уголовного розыска полковник Виталий Чельдиев и его 20-летний сын. Также среди жертв оказались начальник отдела по раскрытию особо тяжких преступлений МВД полковник Анатолий Качмазов.",заместитель начальника отдела Промышленного РОВД полковник Илья Касрадзе,его 20-летний сын,False,False
"Антимонопольное расследование в отношении нефтеперерабатывающего завода ""Лукойла"" в Бургасе было начато властями Болгарии еще в феврале этого года. Комиссия по защите конкуренции проанализировала динамику топливного рынка Болгарии с 2013 по 2015 годы и обнаружила схожесть ценовой политики семи компаний, которая не отражала реальную ситуацию на рынке. ""Это может быть результатом картельного соглашения"", - отмечалось тогда в пресс-релизе регулятора.","""Лукойла""",регулятора,False,False
"Его правнук Дмитрий, исследующий генеалогию своей семьи, в 2015 году решил разузнать судьбу своего предка и написал запрос в ФСБ. Из управления ведомства по Белгородской области пришел письменный отказ в предоставлении материалов уголовного дела. Из этого документа Остряков тем не менее узнал, что прадеда, родившегося в 1896 году, осудили 18 июля 1943 года по статье 58-1а (измена родине) на семь лет и что в 1998 году прокуратура Белгородской области отказала ему в реабилитации.",материалов уголовного дела,этого документа,False,False
"Накануне французский сторожевик ""Нивоз"" обезвредил в Индийском океане шайку пиратов из семи человек. В арсенале бандитов было ""легкое стрелковое оружие и штурмовые лестницы"".",бандитов,шайку пиратов из семи человек,True,False
"США вводят визовые ограничения в отношении ряда должностных лиц КНР, в том числе членов Коммунистической партии Китая (КПК), в связи с приписываемой им ""деятельностью по принуждению"". Об этом, как передает ТАСС, говорится в распространенном в пятницу письменном заявлении американского госсекретаря Майкла Помпео.",КНР,Коммунистической партии Китая,False,False
"Ющенко не подписал этот закон, и парламент сначала отменил действующий закон о госзакупках вместе с упразднением Тендерной палаты, а 20 мая принял в первом чтении проект закона о госзакупке, где уполномоченным органом по вопросам госзакупки является Министерство экономики, а существования Тендерной палаты не предусматривается. Сейчас госзакупками занимается Минэкономики, однако уверенности в прозрачности всех процедур по-прежнему нет.",этот закон,действующий закон о госзакупках,False,False
"Стало известно о смерти еще одного российского военнослужащего в Сирии, где уже погибли более 60 россиян. Очередной жертвой стал подполковник ВС РФ Рафаэль Хамидуллин, убитый 21 сентября при минометном обстреле, предположительно, в районе Дейр-эз-Зора. Его похороны прошли в Казани 23 октября. Еще один казанец, о гибели которого ранее сообщала независимая группа расследователей Conflict Intelligence Team, опроверг данные о своей смерти. Оказалось, что CIT сослалась на сообщение из соцсетей, в котором по ошибке опубликовали фотографии полного тезки погибшего.",подполковник ВС РФ Рафаэль Хамидуллин,Еще один казанец,False,False
"В Пентагоне высоко оценивают итоги состоявшихся переговоров с начальником Генерального штаба вооруженных сил России генералом армии Юрием Балуевским, который находится в США с рабочим визитом. Во вторник российский военачальник встретился, в частности, с председателем Комитета начальников штабов (КНШ) вооруженных сил США адмиралом Майклом Малленом.",Пентагоне,Комитета начальников штабов (КНШ) вооруженных сил США,False,False
"Активисты Greenpeace в Мурманске в результате нападения вооруженных злоумышленников лишились клетки, которую планировали использовать для проведения протестной акции, связанной с судом над своими соратниками. Впрочем, инцидент на планы экологов не повлиял.",экологов,вооруженных злоумышленников,False,False
"Четыре 15-летние школьницы в Иркутске ушли из дома в минувшую пятницу и пропали. Семьи девочек - Марии Погорелец, Натальи Бегун, Полины Рукосуевой и Алины Груздевой проживают в одном дворе микрорайона Университетский областного центра. Школьницы забрали из домов личные вещи, документы, фотографии и наличные деньги, поэтому милиционеры посчитали, что они сделали это намеренно и надеялись найти их живыми.",Четыре 15-летние школьницы в Иркутске,Школьницы,True,False
"""Столкновение автобуса с грузовиком произошло по касательной. Из-за аварии троих пассажиров посекло осколками стекла. На месте происшествия работает следственно-оперативная группа УМВД по Хабаровскому краю"", - сказала Мироненко.",месте происшествия,УМВД по Хабаровскому краю,False,False
"Как пишут противники свалки, 27 мая продолжились работы по строительству мусорного полигона - кран грузил плиты, а на месте работали экскаваторы. Сотрудники частного охранного предприятия не подпускали экоактивистов к месту работ, а ОМОН оттаскивал людей и применял к ним силовые методы. Кроме того, со стороны железнодорожной станции стояло оцепление силовиков. Когда противники свалки встали в ста метрах от станции, на них напала охрана.",экоактивистов,Сотрудники частного охранного предприятия,False,False
"Альфа-банк продолжает скупать долги пострадавших от кризиса девелоперов. Теперь ""Альфа"" выкупила часть долга группы ПИК у Номос-банка и банкиры отсудили акции компании, пишут ""Ведомости"".",девелоперов,банкиры,False,False
"Некоторые предприниматели, чья недвижимость попала в охранную зону, считают, что постановление N14 вышло под влиянием епархии, ""чтобы давить на бизнес"". В ростовском Министерстве культуры заявили, что
епархия не имеет отношения к этому решению властей.",епархия,охранную зону,False,False
"""Растет число контактов с нами со стороны Талибана как в Афганистане, так и в Пакистане. Их число особенно возросло за последние семь-восемь месяцев. Только на этой неделе у меня было более пяти контактов с руководителями Талибана, которые хотят выяснить, могут ли они вернуться в Афганистан"", - сообщил президент.",меня,президент,True,False
"В настоящее время допрошены три свидетеля столкновения машин на Рублевском шоссе, а также сотрудники автоинспекции, которые выезжали на место аварии, рассказал источник ""Интерфакса"". Побеседовать с водительницей автомобиля Opel следователям пока не удается - врачи не рекомендуют ее беспокоить.",Рублевском шоссе,место аварии,False,False
"""То есть это с самого начала провокация, и человек подставной, именно чтобы его было не найти, чтобы журналисты не могли с ним поговорить - пенсионер из глухой деревни"", - уверен руководитель предвыборного штаба. Он считает целью ""провокации"" заголовки вроде ""Суд обязал Навального вернуть деньги разочаровавшемуся стороннику"", хотя ""никаким сторонником тут не пахнет"".",руководитель предвыборного штаба,пенсионер из глухой деревни,False,False
"""Хватит прыгать по заграницам"", - говорит Дымовский Медведеву. ""У вас есть Россия, разберитесь сначала здесь, – советует он. – Я понимаю, Путин там, Зорькин, Драгунцев, или как там начальника УСБ, Нургалиев – ладно, хрен с ними. Я понимаю, что у них задача поставлена уничтожить Россию. Они только борются сейчас за деньги, острова покупают в Тихом океане. Но Вы-то все-таки еще президент. По-простому говорю, как мужику, у Вас есть совесть, честь мужицкая?"".",Дымовский,Я,True,False
"Аналогичное требование уже узаконено в США, в Великобритании и во Франции. ""У нас этого пока нет, но мы к этому движемся"", - обнадежил НГ Аксаков. По словам депутата, его уже фактически поддержал заместитель председателя Центрального банка Виктор Мельников: ""Он сказал: есть вопрос, поскольку есть требование FATF, а мы - члены FATF"". Препятствий на пути продвижения документа он не видит, ""поскольку президент в своем Послании озвучил проблему борьбы с коррупцией как одну из первостепенных"".",депутата,Аксаков,True,False
"Президент Чечни Рамзан Кадыров встревожен ситуацией вокруг чеченских беженцев в Польше, попытавшихся захватить поезд, чтобы добраться до Страсбурга. Действия беженцев он назвал ""шагом отчаяния"" и возложил ответственность за произошедшее на Варшаву.",чеченских беженцев в Польше,беженцев,True,False
