text,quest pronoun,variants,correct_answer,answer
"Представители организации подчеркнули, что не допустит, чтобы кризис в Эквадоре стал повторением путча в Гондурасе. По словам министра иностранных дел Аргентины Эктора Тимермана, кризис в Эквадоре представляет собой ""угрозу для демократии и народов Латинской Америки"", и лидеры региона приложат все усилия, чтобы он не стало повторением событий в Гондурасе, где 28 июня 2009 года военными был отстранен от власти законный президент Мануэль Селайя. Тимерман отметил, что экстренная встреча УНАСУР в Буэнос-Айресе, созванная по инициативе аргентинского лидера Кристины Фернандес де Киршнер, будет направлена на ""выработку стратегии по воспрепятствованию свержения президента Эквадора Рафаэля Корреа"". Глава внешнеполитического ведомства Аргентины также заявил, что в случае необходимости члены УНАСУР готовы лично отправиться в Эквадор, чтобы постараться найти поиск из сложившейся ситуации на месте.",он,"['кризис', 'Эквадоре', 'Гондурасе']",1,3
"Таким образом, Франция, по сути, осталась единственной страной, способной наладить диалог с Россией, несмотря даже на срыв поставок Mistral. Путин, комментируя встречу с Олландом, заявил, что на переговорах президенты не поднимали тему вертолетоносцев, даже не упоминали о ней. Однако он дал понять, что Москва не считает это серьезной проблемой, способной осложнить отношения, и в случае отказа от контракта не будет требовать дополнительных компенсаций, а удовлетворится возвратом заплаченных денег. Ранее СМИ не исключали, что Парижу грозит неустойка в размере до 3 млрд евро.",ней,"['Москва', 'тему вертолетоносцев', 'Франция']",2,1
"На третьей строчке турнирной таблицы оказалась японка Фуми Сугури. За медали с ней будут бороться россиянка Виктория Волчкова и американка Саша Коэн, которые пока делят четвертое и пятое места. Еще одна российская фигуристка Людмила Нелидина - на 14 месте. А вот победительница Олимпиады в Солт-Лейк-Сити американка Сара Хьюз, которую наряду с Кван и Коэн называли главной претенденткой на медали, после серии ошибок в квалификационном раунде соревнований и короткой программе скатилась на 9 место. Перед началом чемпионата его хозяева не скрывали, что рассчитывают увидеть на всех ступенях пьедестала почета только своих спортсменок.",ней,"['американка Саша Коэн', 'победительница Олимпиады в Солт-Лейк-Сити американка Сара Хьюз', 'японка Фуми Сугури']",3,3
"У этой истории есть несколько версий, все они различаются в деталях, но в конце концов петербургский главк признал, что избивавшие были сотрудниками дорожной полиции, среди которых присутствовал и действующий на тот момент сотрудник Колпинского ГИБДД Хребтов. Местный житель Зажигалов сразу опознал его на попавшим в интернет ролике, так как ранее имел с ним конфликты и уже размещал в Сети видеозаписи с его участием. По результатам проверки инцидента полицией из органов были уволены несколько сотрудников, включая Хребтова.",ним,"['ролике', 'сотрудник Колпинского ГИБДД Хребтов', 'Местный житель Зажигалов']",2,2
"В Государственную Думу представителей Российского авторского общества обещали позвать. Отметим, РАО - это, по собственному определению, ""некоммерческая общественная организация, созданная авторами для реализации и охраны авторских прав в сфере интеллектуальной деятельности"". РАО уже прославилось попытками стребовать деньги за исполнение песен с их же авторов. Так, в феврале этого года РАО потребовало выплаты ему около 2,5 млн рублей за исполнение песен американской певицы Бейонсе с устроителей концерта самой Бейонсе. В июле 2009 года РАО успешно защитило в суде права на исполнение песен группы Deep Purple от самой Deep Purple, которая должна теперь заплатить самой себе 450 тысяч рублей, но через РАО, которое оставит себе комиссию за оформление дела.",себе,"['Государственную Думу', 'РАО', 'группы Deep Purple']",2,2
"""В результате проведения аварийно-восстановительных работ после прохождения циклона по состоянию на 6 часов 23 апреля энергоснабжение полностью восстановлено в шести субъектах ЦФО: Владимирская, Ивановская, Смоленская, Московская, Рязанская, Тульская. Без энергоснабжения остаются 290 жителей одного населенного пункта в Тверской области"", - говорится в сообщении пресс-службы Центрального регионального центра МЧС, которое цитирует агентство. По его данным, подачу электричества в этот поселок спасатели планируют возобновить к полудню 23 апреля.",его,"['сообщении пресс-службы Центрального регионального центра МЧС', 'агентство', 'МЧС']",1,2
"""Новый Кремль хочет показать, что намерен вернуть себе контроль за происходящим в регионах Северного Кавказа"", - согласен член совета Московского центра Карнеги Алексей Малашенко. Он предполагает, что с этим же была связана и недавняя замена премьера в Чечне: ""Рамзан Кадыров уволил с этой должности своего двоюродного брата Одеса Байсултанова, хотя никаких проблем между ними, насколько известно, не было, и произойти это могло только по сигналу из центра"".",Он,"['своего двоюродного брата Одеса Байсултанова', 'член совета Московского центра Карнеги Алексей Малашенко', 'Рамзан Кадыров']",2,2
"Это ведь даже не беспринципность - это именно презрение к логике как таковой. Вечное ""а чотакова?"" Впрочем, и наши украинские друзья немногим отстают. Например, нет ни малейших сомнений, что завтра они поступят зеркально: гневно заклеймят путинский режим за запрет ""Телеграма"", а про свой запрет ""ВКонтакте"" не вспомнят.",свой,"['""Телеграма""', 'наши украинские друзья', 'путинский режим']",2,2
"Представитель СКР в свою очередь так прокомментировал дачу Развозжаевым признательных показаний и последующий отказ от них: ""А как можно комментировать поступки людей, которые постоянно меняют свои показания и сегодня говорят одно, а через несколько дней кардинально противоположное? Чем, например, можно объяснить, почему супруга Развозжаева Ольга Смирнова 22 октября на допросе у следователя в качестве свидетеля в присутствии адвоката дает показания о том, что 19 октября ее муж был дома, причем точно помнит, что это была пятница, подробно рассказывает, чем он занимался и как общался с детьми, а буквально через день она резко меняет свои показания и заявляет, что все это было не 19, а 12 октября?""",свою,"['Развозжаевым', 'Представитель СКР', 'СКР']",2,1
"Собственно, глядя на происходящее в мире компьютерных игр, да и на то, что вне их, понимаешь что основная претензия седых отставников (может быть даже и не осознаваемая ими) в том и состоит, что мир этот - от игры ""Стелларис"" до Монеточки - предлагает поколению ""внуков"" существенно большую и разнообразную информацию (про то, что она более интересна я даже не говорю), чем как следует цензурированная (и мертвенно устаревшая еще до цензуры) школьная и внешкольная государственная программа по общественных наукам и социальным навыкам.",она,"['существенно большую и разнообразную информацию', 'школьная и внешкольная государственная программа по общественных наукам и социальным навыкам', 'игры ""Стелларис""']",1,2
"Он попросил и в этот раз не впутывать в произошедшее политику. По словам Воробьева, он убежден, что лидер ""Ночных волков"" к нападению не имеет отношения. ""Я и весь наш клуб приносит глубокие соболезнования друзьям и близким погибшего Валеры Белого. Поймите, что это трагическая случайность, - заявил байкер. - Также обращаюсь к Хирургу. Мы верим, что нападение на наш клуб не является его желанием. Просим не множить насилия. Несмотря на трагедию, необходимо примирение и разбор причин этой трагедии"".",он,"['Воробьева', '""Ночных волков""', 'лидер ""Ночных волков""']",1,1
"Накануне череда разочарований пополнилась сходами с трассы обоих пилотов 'Феррари' во время гран-при Бразилии. Напомним, что Михаэль Шумахер врезался в отбойник на 26-м круге, а Рубенс Барикелло 20-ю кругами позже был вынужден прервать свое участие в домашнем этапе из-за проблем с двигателем.",свое,"['Рубенс Барикелло', 'Михаэль Шумахер', ""обоих пилотов 'Феррари'""]",1,1
"В Санкт-Петербурге закончился групповой отборочный турнир розыгрыша Кубка России по баскетболу. Вице-чемпион страны пермский ""Урал-Грейт"" уверенно обыграл питерский ""Спартак"" 75:55, уступивший, кстати, и подмосковному клубу ""Химки"". Теперь и ""Урал-Грейт"", и ""Химки"" встретятся в финале Кубка, который состоится в начале октября в Сочи.",который,"['""Урал-Грейт""', 'финале Кубка', 'Кубка']",2,2
"Так же считает и оппозиция. Ее представители убеждены, что уважительное отношение к Конституции - временное, поскольку связано исключительно с социально-экономической стабильностью. К примеру, как заявил ""Коммерсанту"" член бюро партии ""Яблоко"", экс-депутат Госдумы Виктор Шейнис, который в 1993 году входил в группу разработчиков Конституции, она ""играет второстепенную или даже никакую роль во взаимоотношениях власти и общества"".",она,"['партии ""Яблоко""', 'власти', 'Конституции']",3,3
"Десять боевиков в Чечне воспользовались объявленной Госдумой амнистией и сложили оружие, сообщил ""Интерфаксу"" в понедельник секретарь Совета безопасности Чечни Рудник Дудаев. ""Амнистия приносит первые плоды. С момента ее объявления в разных районах Чечни добровольно сложили оружие 10 боевиков"", - сказал Дудаев.",ее,"['Чечни', 'Госдумой', 'Амнистия']",3,3
"Вчера с поста главного тренера и президента команды Национальной баскетбольной ассоциации ""Денвер Наггетс"" ушел Дэн Иссел. Это произошло через две недели после того, как он был отстранен на четыре игры от выполнения своих обязанностей из-за расистского оскорбления в адрес болельщика. Генеральный менеджер клуба Кики Вандевеге сообщил журналистам, что 53-летний Иссел покинул команду. Сам тренер не присутствовал на пресс-конференции в штаб-квартире клуба.",он,"['Генеральный менеджер клуба Кики Вандевеге', 'Дэн Иссел', 'болельщика']",2,2
"Президент Эстонии Тоомас Хендрик Ильвес ""исключил"" из Европы Калининград, а также Латвию и Литву. Среди стран Балтии Эстония была единственной страной, в которой не было власти посткоммунистов - отчасти поэтому только про нее из бывших советских республик можно сказать, что она вошла в западное культурное пространство.",она,"['Европы', 'Эстония', 'Литву']",2,2
"По его словам, в ноте говорится, что с 3 сентября посольство РФ в Грузии должно прекратить свою работу. В ближайшие дни российские дипломаты покинут Тбилиси, отметил советник-посланник. Он назвал этот шаг ""ошибкой со стороны грузинского руководства"".",свою,"['Грузии', 'посольство РФ в Грузии', 'РФ']",2,2
"Из примерно 2000 опрошенных взрослых граждан РФ 71% заявил, что не считает себя европейцем или евроазиатом, а 45% сказали, что видят в Европейском Союзе угрозу. При этом четверть последних полагают, что Россия может лишиться своей финансовой и экономической независимости, сообщает ""Интерфакс"".",себя,"['71%', 'Европейском Союзе', 'РФ']",1,1
"Премьер-министр Израиля Эхуд Барак продлил срок ультиматума, в котором содержится требование к палестинцам прекратить насилие на своих территориях и заявил о своей готовности принять участие в саммите по урегулированию нового конфликта на Ближнем Востоке, если таковой состоится.",своих,"['палестинцам', 'Израиля', 'Премьер-министр Израиля Эхуд Барак']",1,1
"Экипаж Enola Gay состоял из 12 человек. Его командир Пол Тиббетс умер в ноябре 2007 года в возрасте 92 лет. Летчик Моррис Джеппсон скончался в апреле 2010 года в возрасте 87 лет. Второй пилот Роберт Льюис умер в 1983 году, бомбардир Томас Фереби - в 2000-м, специалист по атомной бомбе Уильям Стерлинг Парсонс - в 1953-м, оператор радара Джо Стиборик - в 1984-м, хвостовой стрелок Роберт Карон - в 1995-м, бортинженер Роберт Шумард - в 1967-м, радист Ричард Нельсон - в 2003-м, ассистент бортинженера Вэйн Дазенберрай - в 1992-м. Специалист по противорадарной борьбе Джекоб Безер скончался в 1992 году, он был единственным членом экипажа, участвовавшим также в атомной бомбардировке Нагасаки.",он,"['радист Ричард Нельсон', 'ассистент бортинженера Вэйн Дазенберрай', 'Специалист по противорадарной борьбе Джекоб Безер']",3,3
"Кроме того, Путин поинтересовался у главы Минфина РФ Антона Силуанова, какую именно часть обещанного Россией кредита Украина уже получила к настоящему моменту. ""Я хочу у министра финансов все-таки поинтересоваться и вернуться к началу нашей беседы. Объем помощи фактической, которую мы предоставили Украине на данный момент времени в соответствии с нашими договоренностями, сейчас какой? Сколько, короче, денег мы им дали за время после соответствующих договоренностей?"", - спросил президент. Министр финансов пояснил: ""Мы в декабре прошлого года разместили средства Фонда национального благосостояния в евробумаги, которые были выпущены Украиной в сумме 3 млрд долларов"".",им,"['Фонда национального благосостояния', 'Украине', 'Министр финансов']",2,2
"Все газеты отмечают, что перед началом переговоров глава России посетил выставку ""Сокровища Кремля"", которая открылась в самой дорогой гостинице ОАЭ - Emirates Palace. На ней была представлена коллекция военных трофеев и подарков, персидского, арабского и турецкого оружия и доспехов, из сокровищницы русских царей. ""Время новостей"" полагает, что идея открытия подобной выставки в Эмиратах не случайна, что подтверждает директор Музеев Московского Кремля Елена Гагарина. Газета предполагает, что эта выставка могла быть инициирована политическими деятелями для того, чтобы ""напомнить нынешним друзьям России об ее былых победах"".",ней,"['выставку ""Сокровища Кремля""', 'самой дорогой гостинице ОАЭ - Emirates Palace', 'России']",1,3
"Утром в четверг Израиль предъявил руководству Палестинской национальной администрации ультиматум с требованием немедленно и безоговорочно арестовать и выдать ему убийц члена израильского кабинета министров. В ультиматуме также указывается, что вне закона должны быть объявлены все группировки, согласно израильским оценкам, причастные к террористической деятельности. Речь прежде всего идет о радикальных исламских организациях ХАМАС, ""Исламский джихад"" и ""Народный фронт освобождения Палестины"" (НФОП). Представители последнего взяли на себя ответственность за убийство Зееви.",себя,"['Представители последнего', 'последнего', 'Зееви']",1,1
"В Торонто Джамал Машбурн не имел особых проблем с защитой 'Торонто', принеся своим 'Шершням' 22 очка. Неплохо сыграл и Дэвид Уэсли, набрав 20. 'Торонто' без Винса Картера проигрывает десятый матч подряд. В Лос-Анджелесе французский разыгрывающий 'Сан-Антонио' Тони Паркер повел за собой команду в матче против 'Клипперс', который 'Сперс' выиграли 94:86. На счету Паркера 26 очков, а лидер 'Сан-Антонио' Тим Данкан набрал 24. Кроме того, на счету центрового техасской команды 14 подборов, шесть передач и пять блок-шотов.",собой,"['Тони Паркер', '""Сан-Антонио""', ""лидер 'Сан-Антонио' Тим Данкан""]",1,1
Данный факт установила историк Шарлот Игар во время подготовки материалов о дочери Генриха - королеве Елизавете 1. Она смогла провести прямую линию от любовницы основателя династии Тюдоров до невесты принца из дома Виндзор.,Она,"['историк Шарлот Игар', 'любовницы основателя династии Тюдоров', 'дочери Генриха - королеве Елизавете 1']",1,1
"Блоггер и оппозиционер Алексей Навальный изложил свою ""экономическую программу"" в статье для газеты ""Ведомости"". Объявив, что он считает корнем зла в России коррупцию чиновников, Навальный призвал активно бороться с ней. Таким образом, суть программы вместилась в пять слов - ""не врать и не воровать"".",ней,"['коррупцию чиновников', 'России', 'газеты ""Ведомости""']",1,1
"Шмелценг пытался отобрать автомобиль у одного из депутатов Госдумы, 'но он вернул его себе на следующий день', и у одной поп-звезды, имя которой не раскрывается в интересах следствия.",его,"['одного из депутатов Госдумы', 'Шмелценг', 'автомобиль']",3,2
"""Во время проведения следственных действий Юрова вела себя агрессивно, симулировала плохое самочувствие и обмороки"", - утверждает следователь. По его словам, в адрес Киркорова, а также одного из свидетелей по делу поступают угрозы с требованием забрать заявление из Главного следственного управления при ГУВД Москвы и изменить показания. Следователь также сообщил, что за Киркоровым и свидетелем постоянно идет слежка.",себя,"['Юрова', 'Киркорова', 'следователь']",1,1
"Лидер ""Хамас"" Абдель Азиз ар-Рантиси также призвал своих соратников к совершению терактов против израильтян. ""Враг не уйдет безнаказанным, и израильтяне заплатят высокую цену"", - заявил ар-Рантиси, выразив надежду, что ""акты возмездия заставят израильтян убраться не только из сектора Газы, но и со всех оккупированных территорий"". ""Вы будете плакать не слезами, а кровью, и не избежите наказания за свои чудовищные преступления"", - говорится в обращении ар-Рантиси, которое цитирует телеканал FOX News.",своих,"['сектора Газы', '""Хамас""', 'Лидер ""Хамас"" Абдель Азиз ар-Рантиси']",3,2
"После ухода Владимира Путина с частью команды в правительство, когда Медведев смог привести в администрацию несколько своих людей, изменения затронули только семь позиций - в основном полпредов в федеральных округах и советников, не обладающих весомыми полномочиями. Продвинуть людей из своей команды в свою же администрацию Медведеву удалось дважды: руководитель Службы приставов Николай Винниченко стал полпредом на Урале, а главный юрист предвыборного штаба Гарри Минх - полпредом в Думе. Но оба назначения были вынужденными, связанными со смертью полпреда президента в Уральском округе Петра Латышева и полпреда в Думе Александра Косопкина.",своих,"['администрацию', 'правительство', 'Медведев']",3,3
"В Государственную Думу представителей Российского авторского общества обещали позвать. Отметим, РАО - это, по собственному определению, ""некоммерческая общественная организация, созданная авторами для реализации и охраны авторских прав в сфере интеллектуальной деятельности"". РАО уже прославилось попытками стребовать деньги за исполнение песен с их же авторов. Так, в феврале этого года РАО потребовало выплаты ему около 2,5 млн рублей за исполнение песен американской певицы Бейонсе с устроителей концерта самой Бейонсе. В июле 2009 года РАО успешно защитило в суде права на исполнение песен группы Deep Purple от самой Deep Purple, которая должна теперь заплатить самой себе 450 тысяч рублей, но через РАО, которое оставит себе комиссию за оформление дела.",себе,"['самой Deep Purple', 'самой Бейонсе', 'РАО']",1,1
"Как заметил владыка, ребенок даже не сопротивлялся, когда отец сажал его в багажник. ""Давайте обратим внимание, что дверь, которую открывает человек, - эта дверь открывает доступ не только в багажник, но еще и в салон автомобиля. Я убежден, что ребенок через эту заднюю дверь перекарабкивается, как свойственно детям играть, в салон, устраивается там в своем обычном месте, пристегивает там ремни. Вот что я вижу"", - добавил священник.",его,"['отец', 'ребенок', 'владыка']",2,2
"Напомним, для оплаты покупки ""Юганскнефтегаза"" ВЭБ занял 6 млрд долларов у китайских банков, в том числе у китайского Eximbank, а затем выдал их ""Роснефти"". Эта госкомпания приобрела ООО ""Байкалфинансгруп"" - никому не известного победителя аукциона по ""Юганску"". CNPC привлекла кредиты у китайских банков и задепонировала эти деньги на своих счетах в одном из них. Затем этот банк прокредитовал ВЭБ, а тот - ""Роснефть"".",тот,"['ВЭБ', 'этот банк', '""Юганску""']",1,1
