text,first span,second span,correct_answer,answer
"В конце 2007 года критика коррупционной деятельности в ТПУ стала особо острой. С требованием упразднить ТПУ выступил президент Виктор Ющенко. В желании сохранить коррупционную схему работы ТПУ обвиняли представителей БЮТ и Партии регионов. Еще больше эти подозрения упрочились, когда под давлением общественности Верховная Рада взялась пересматривать закон о госзакупках, но вместо отмены ТПУ 12 февраля парламент, разблокированный на несколько часов фракциями ПР и КПУ, принял в первом чтении законопроект о внесении изменений в закон о госзакупках, который сохранял статус и полномочия действующей Тендерной палаты (ТП).",парламент,Верховная Рада,True,False
"Волкова напоминает, что допрос должен состояться по уголовному делу, по которому она является защитником оппозиционеров Сергея и Анастасии Удальцовых и ""ряда других граждан, которые в настоящий момент не желают раскрывать сведения о себе"". Как отмечает юрист, согласно статье об адвокатской деятельности, защитник ""не вправе давать свидетельские показания об обстоятельствах, которые стали ему известны"".",обстоятельствах,уголовному делу,False,False
"Несколько человек, в том числе вице-премьер Дагестана Гаджи Махачев, погибли в крупном ДТП на Кутузовском проспекте в Москве. Столкнулись пять автомобилей. По предварительным данным, авария произошла в результате лобового столкновения микроавтобуса Chevrolet с автомобилем Mercedes. После удара машины перевернулись, и микроавтобус загорелся, в нем погибли два человека. В разбитые машины врезались еще три иномарки, сообщает ИТАР-ТАСС со ссылкой на правоохранительные органы.",автомобилем Mercedes,микроавтобус,False,False
"Активисты потребовали от руководства приюта отдать им живых животных. В результате митинг перерос в конфликт между зоозащитниками и частными охранниками, когда один из активистов проник на территорию учреждения, чтобы сфотографировать тела погибших животных, но был задержан. Зоозащитника избили лопатами.",активистов,частными охранниками,False,False
"Начать менять ситуацию с блокированием был призван первый визит Марка Цукерберга в Китай в декабре 2010 года. Тогда он также был там в отпуске, однако посетил офис крупнейшей поисковой системы Китая Baidu, встречался с представителями Sina Corp. и Alibaba Corp., а также часть времени провел в знакомстве с культурой этой страны. Нынешний его второй визит также проходит в время отпуска, но, как отмечает газета ""Жэньминь Жибао"" он странным образом совпал с визитом в Китай генерального директора корпорации Apple Тима Кука. Впрочем, сейчас нет никакой другой информации о маршруте и месторасположении Кука и Цукерберга. Цель и маршрут поездки главы Facebook также неизвестны.",Китай,этой страны,True,False
"Президент выступил перед своими сторонниками с балкона президентского дворца, передает в прямом эфире эквадорское государственное телевидение. ""Это был день глубокой грусти. Никогда я не думал, что мне доведется пережить такое"", - сказал Корреа. Глава государства подчеркнул решимость продолжать в стране социальные преобразования ""гражданской революции"".",государства,стране,True,False
"Автомобилисты Приморья открыли специальный интернет-сайт, на котором собирают подписи под обращением к руководству страны с просьбой отправить в отставку начальников УГИБДД края, которые, по мнению авторов послания, не могут решить проблему с поборами при прохождении технического осмотра в регионе.",авторов послания,начальников УГИБДД края,False,False
"По словам журналистки, очень мало беженцев получают статус беженца в Польше. ""Дело в том, что в рамках Евросоюза функционирует Дублинский договор, в соответствии с которым беженец, который пересекает границу страны ЕС, должен в ней и оставаться, в этой стране. Этот договор связан с шенгенской системой. И поскольку Польша зачастую оказывается первой страной ЕС для тех, кто стремится в него с востока, беженцы вынуждены оставаться здесь. До вступления этого договора в силу беженцы, проведя в Польше некоторое время, направлялись дальше на Запад – туда, где у них часто есть жилье и средства к существованию. И где, конечно, жизнь вообще богаче, чем в Польше. А теперь и они, и Польша оказались как бы в ловушке: ни поляки, ни беженцы не в восторге от того, что им приходится здесь оставаться в довольно больших количествах, сообщила Курчаб-Редлис.",Этот договор,Дублинский договор,True,False
"""В дежурную часть службы спасения при МЧС в четверг поступило сообщение о том, что на пляже 202-го микрорайона утонул мужчина. Для поиска тела к месту происшествия была отправлена водолазная группа. Свидетели показали спасателям место"", - сказал представитель МЧС. По его словам, пожилой мужчина отплыл совсем недалеко от берега и начал тонуть, сообщает ""Интерфакс"".",водолазная группа,спасателям,True,False
"Высокопоставленный офицер службы военной разведки АМАН сообщил в понедельник на заседании комиссии по внешним делам и обороне, что Израиль получил разведданные о районе, где содержится захваченный палестинскими террористами ефрейтор Гилад Шалит. Он сообщил также, что заложник легко ранен в плечо и в живот.",ефрейтор Гилад Шалит,заложник,True,False
"Ранее стало известно, что в Иерусалиме в понедельник, 5 сентября, состоялась встреча премьер-министра Израиля Беньямина Нетаньяху и заместителя министра иностранных дел РФ, специального посланника президента России на Ближнем Востоке Михаила Богданова. Премьер-министр представил позицию Израиля, согласно которой он всегда готов к встрече с Махмудом Аббасом без предварительных условий, поэтому он взвешивает предложение президента России и проверяет возможную дату встречи. Накануне представитель ПНА в Москве Абд ан-Нафит Нуфаль сообщил, что Махмуд Аббас дал принципиальное согласие на проведение встречи с Нетаньяху в столице РФ.",Махмуд Аббас,президента России,False,False
"Публицист пишет о четырех пассажирах машины, четырех мотоциклистах и двух снайперах. В других источниках это не подтверждается. Могуи также подверг резкой критике разведывательные ведомства и заявил, что в них проникли лазутчики, которые могли предоставить информацию организаторам убийства.",организаторам убийства,двух снайперах,False,False
"Издание ""Новая газета"" изложило скандальные результаты журналистского расследования на предмет участия высокопоставленных футбольных чиновников в агентской деятельности. Как утверждается, главным ""контролером"" российского трансферного рынка в обход всех существующих норм является глава Российской футбольной премьер-лиги и вице-президент Российского футбольного союза Сергей Прядкин.",высокопоставленных футбольных чиновников,Российской футбольной премьер-лиги,False,False
"По словам Павлова, 15 февраля после заседания Верховного суда по делу Севастиди ""по возвращении в Лефортово Оксану вызвали в кабинет начальника СИЗО"". Кроме Алексея Ромашина там находились еще три сотрудника изолятора. ""Ромашин сказал Оксане, что президент обещал разобраться в деле, поэтому необходимо написать прошение о помиловании. После этого начальник продиктовал обращение, в тексте которого Оксана в очередной раз должна была признать вину, раскаяться и уповать на милость высоких чиновников. Под его диктовку Оксана написала обращение"", - рассказал адвокат.",начальника СИЗО,Ромашин,True,False
"Напомним, СМИ ожидали, что президенты России и США Владимир Путин и Барак Обама, встретившись в Мексике, первым пунктом обсудят ""закон Магнитского"", который сегодня намерен принять Конгресс. Однако имя погибшего в России юриста среди важнейших тем по итогам переговоров не прозвучало.",юриста,Барак Обама,False,False
"Альфа-банк продолжает скупать долги пострадавших от кризиса девелоперов. Теперь ""Альфа"" выкупила часть долга группы ПИК у Номос-банка и банкиры отсудили акции компании, пишут ""Ведомости"".",девелоперов,банкиры,False,False
"В Бурятии полицейские принесли свои извинения вдове ветерана войны, труженице тыла Клавдии Клочихиной, которую 9 мая не пустили на парад Победы в Улан-Удэ. К ней домой приехал лично начальник отдела управления по обеспечению охраны общественного порядка МВД Бурятии Евгений Норбоев, который принес извинения, подарил цветы и поздравил ветерана с праздником, а также оставил пенсионерке свой номер телефона и сказал, что она может напрямую обращаться к нему с любыми вопросами, сообщил на своей странице в Facebook журналист Алексей Туробов.",ветерана,пенсионерке,False,False
"Экс-командующий Черноморским флотом адмирал Владимир Комоедов, ныне председатель комитета Госдумы по обороне, комментируя озвученные главой государства требования по развитию арктического региона, заявил, что военное присутствие России в Арктике не позволит ""обиженной"" Америке претендовать на территории и природные ресурсы РФ.",РФ,государства,True,False
"В ходе акции ее участники, передвигаясь отдельными группами, предприняли несколько попыток собраться в центре города, однако этому мешали сотрудники правоохранительных органов и оппозиции неоднократно пришлось менять маршрут следования. Сначала они, скандируя лозунги ""Свобода!"" и ""Отставка!"", пытались приблизиться к Площади Фонтанов, потом прошлись по улице Низами и далее - в район железнодорожного вокзала. На всех участках маршрута силы правопорядка разгоняли участников акции, в итоге последние решили разойтись.",район железнодорожного вокзала,центре города,False,False
"Кремль сыграл ключевую роль в свержении режима Бакиева, однако потом понял, что, скорее всего, взялся ""за орешек, который ему не по зубам"", пишет британская газета The Guardian. Курс России в отношении Киргизии в последние месяцы перед восстанием очень напоминал тактику США накануне ""цветных революций"" в Грузии и на Украине, считает издание.",британская газета The Guardian,издание,True,False
"Генеральный директор Total также отметил, что проект с ОАО ""НОВАТЭК"" должен идти не меньшими темпами, чем по Штокманскому месторождению. ""Штокман и проект с ""НОВАТЭКом"" дополняют друг друга. Некоторые считают, что там и там участвовать нельзя. Поэтому мы решили участвовать в тендере ""НОВАТЭКа"" (по Ямальскому месторождению - прим. ред.). И это все происходит в согласии с ""Газпромом"", - сказал глава Total.",Total,мы,True,False
"Прошлая такая встреча состоялась в СКР 15 мая 2012 года, и тогда указанная тема была определена как одно из основных направлений во взаимоотношениях СК РФ и Минюста США, однако ситуация, связанная с названной проблемой, принципиально не изменилась, отмечается в послании, составленном в изысканных выражениях, текст которого опубликован на сайте ведомства.",послании,ведомства,False,False
"С очередной ""оказией"" с Земли космонавты получили не только топливо, воду, аппаратуру, кислород и стандартные рационы питания. По просьбе командира Падалки, который 21 июня отметит на орбите свой день рождения, специалисты послали экипажу 5 кг помидоров и 8 кг яблок, а также по килограмму лука и чеснока. Все овощи и фрукты упакованы в специальные контейнеры, позволяющие сохранять свежие плоды в течение нескольких месяцев. А в посылке от психологов космонавт найдет 10 плиток шоколада и коробку шоколадных конфет, которыми он сможет украсить праздничный стол.",космонавт,командира Падалки,True,False
"14 июня 1985. Террористы захватили самолет Boeing 727 компании Trans World Airlines, направляющийся из Рима в Афины, и заставили пилотов лететь в Бейрут. Два террориста требовали освободить несколько сотен заключенных из израильских и южно-ливанских тюрем. Самолет дважды летал в Алжир. После этого при посадке в Бейруте заложники были освобождены, преступники осуждены. 8 членов экипажа и 145 пассажиров удерживались в плену на протяжении 17 дней. Один пассажир был убит. Организатор: ""Хизбаллах"".",Самолет,самолет Boeing 727,True,False
"В Пентагоне высоко оценивают итоги состоявшихся переговоров с начальником Генерального штаба вооруженных сил России генералом армии Юрием Балуевским, который находится в США с рабочим визитом. Во вторник российский военачальник встретился, в частности, с председателем Комитета начальников штабов (КНШ) вооруженных сил США адмиралом Майклом Малленом.",Пентагоне,Комитета начальников штабов (КНШ) вооруженных сил США,False,False
"Президент РФ Владимир Путин провел телефонный разговор с королём Саудовской Аравии Сальманом Бен Абдель Азизом Аль Саудом, в ходе которого король рассказал президенту о расследовании убийства журналиста Джамала Хашогги. Об этом сообщается на сайте Кремля.",Президент РФ Владимир Путин,король,False,False
"Читинский областной суд отклонил во вторник кассацию прокуратуры на решение Ингодинского районного суда Читы по жалобе бывшего главы МФО МЕНАТЕП Платона Лебедева на следователя Генпрокуратуры. ""Судебная коллегия по уголовным делам указала на необоснованность кассационного представления и надуманность аргументов"", - сообщил агентству ""Интерфакс"" адвокат Лебедева Владимир Краснов.",прокуратуры,Судебная коллегия по уголовным делам,False,False
