text,quest pronoun,variants,correct_answer,answer
"Уже после игры Эусебио признался журналистам, что в тот момент, когда Рикардо защитил ворота после пробития англичанами их последнего пенальти, он почему-то вспомнил игру знаменитого Льва Яшина. ""Яшин - мой большой друг. И, хотя его с нами нет, он всегда останется в моем сердце"". Эусебио заявил журналистам, что абсолютно уверен в победе на чемпионате португальской сборной. ""Дорога к финалу открыта, каким бы ни был следующий соперник"", - подчеркнул он.",он,"['Эусебио', 'Яшин', 'Рикардо']",2,1
"Представители Европейского института ядерной физики (ЦЕРН) также заявляют, что у арестованного был контракт с еще одним институтом. По их словам, он не работал ни с чем, что могло бы быть использовано в террористических целях.",он,"['арестованного', 'еще одним институтом', 'Европейского института ядерной физики']",1,1
"Согласно информации, появившейся утром во вторник в некоторых израильских СМИ, силовые структуры Палестинской автономии, находящиеся под руководством Мохаммеда Дахлана, возможно возьмут под свой контроль Газу и Вифлеем уже через несколько дней, сообщает РИА ""Новости"".",свой,"['силовые структуры Палестинской автономии', 'Палестинской автономии', 'Мохаммеда Дахлана']",1,1
"Тем временем до 1 сентября генеральный директор Международного агентства по атомной энергии (МАГАТЭ) Мухаммед аль-Барадеи должен представить ООН доклад с выводами, подчинился ли Тегеран требованиям мирового сообщества. В принятой месяц назад резолюции Совет Безопасности предупредил Иран, что его отказ может повлечь за собой введение международных дипломатических и экономических санкций.",его,"['Иран', 'Международного агентства по атомной энергии', 'Совет Безопасности']",1,1
"""Во время проведения следственных действий Юрова вела себя агрессивно, симулировала плохое самочувствие и обмороки"", - утверждает следователь. По его словам, в адрес Киркорова, а также одного из свидетелей по делу поступают угрозы с требованием забрать заявление из Главного следственного управления при ГУВД Москвы и изменить показания. Следователь также сообщил, что за Киркоровым и свидетелем постоянно идет слежка.",себя,"['Юрова', 'Киркорова', 'следователь']",1,1
"Как пишет Walla, в 2010 году Заручевский снова подал иск в БАГАЦ с помощью адвоката, которую позже признали виновной в мошенничестве и лишили адвокатской лицензии. До своего ареста в прошлом месяце Заручевский был убежден, что его дело находится на рассмотрении в МВД и что им занимается адвокат. После ареста Михаил обратился к другому адвокату.",его,"['МВД', 'адвокат', 'Заручевский']",3,3
"""С точки зрения французского национализма нельзя сделать более провокационной ошибки"", - пояснил французский историк Жан-Люк Рош. ""Как регион, Эльзас концентрирует в себе ненависть, которая годами существовала между двумя странами. Сказать, что Эльзас остается частью Германии - это ужасный поступок со стороны президента Франции, даже если он попытался отшутиться и выставить его глупой ошибкой"", - добавил эксперт.",он,"['президента Франции', 'Эльзас', 'эксперт']",1,1
"В Государственную Думу представителей Российского авторского общества обещали позвать. Отметим, РАО - это, по собственному определению, ""некоммерческая общественная организация, созданная авторами для реализации и охраны авторских прав в сфере интеллектуальной деятельности"". РАО уже прославилось попытками стребовать деньги за исполнение песен с их же авторов. Так, в феврале этого года РАО потребовало выплаты ему около 2,5 млн рублей за исполнение песен американской певицы Бейонсе с устроителей концерта самой Бейонсе. В июле 2009 года РАО успешно защитило в суде права на исполнение песен группы Deep Purple от самой Deep Purple, которая должна теперь заплатить самой себе 450 тысяч рублей, но через РАО, которое оставит себе комиссию за оформление дела.",себе,"['самой Deep Purple', 'самой Бейонсе', 'РАО']",1,1
"В Бурятии полицейские принесли свои извинения вдове ветерана войны, труженице тыла Клавдии Клочихиной, которую 9 мая не пустили на парад Победы в Улан-Удэ. К ней домой приехал лично начальник отдела управления по обеспечению охраны общественного порядка МВД Бурятии Евгений Норбоев, который принес извинения, подарил цветы и поздравил ветерана с праздником, а также оставил пенсионерке свой номер телефона и сказал, что она может напрямую обращаться к нему с любыми вопросами, сообщил на своей странице в Facebook журналист Алексей Туробов.",нему,"['журналист Алексей Туробов', 'ветерана', 'начальник отдела управления по обеспечению охраны общественного порядка МВД Бурятии Евгений Норбоев']",3,3
"Что будет с частотой, на которой до сих пор вещал ТВС, еще точно не определено. Возможно, по желанию Владимира Путина, общенациональная частота останется за спортивным телеканалом - футбол вместо Чечни. Только немногие политики вроде Бориса Немцова из центристского Союза правых сил критично отозвались о дальнейшем сокращении свободы печати. После отключения ТВС в России ""будут больше убивать, воровать, и больше регионов будет замерзать. Пока власть не видит честную картинку, она не видит и проблем"".",она,"['Чечни', 'власть', 'России']",2,2
"Как сообщалось, стрельба в школе в Отрадном произошла в минувший понедельник. Десятиклассник Сергей Гордеев пришел в школу с двумя винтовками, принадлежащими его отцу. Угрожая охраннику, ученик прошел в кабинет, где шел урок географии, убил педагога и взял в заложники около 20 учеников. Затем Гордеев открыл огонь по полицейским, прибывшим по сигналу ""тревожной кнопки"". Обезвредить и задержать подростка удалось с помощью его отца. После беседы с ним юноша отпустил школьников и сдался полиции.",его,"['охраннику', 'подростка', 'педагога']",2,2
"""Международная Амнистия"", много раз упомянутая в документе как источник информации, обвинила правительство в том, что оно использует ее данные в качестве оружия пропаганды, пытаясь оправдать свои планы свергнуть Саддама силовыми методами, пишет газета в статье, перевод которой публикует Inopressa.ru.",свои,"['Саддама', '""Международная Амнистия""', 'правительство']",3,3
"Собственно, глядя на происходящее в мире компьютерных игр, да и на то, что вне их, понимаешь что основная претензия седых отставников (может быть даже и не осознаваемая ими) в том и состоит, что мир этот - от игры ""Стелларис"" до Монеточки - предлагает поколению ""внуков"" существенно большую и разнообразную информацию (про то, что она более интересна я даже не говорю), чем как следует цензурированная (и мертвенно устаревшая еще до цензуры) школьная и внешкольная государственная программа по общественных наукам и социальным навыкам.",она,"['существенно большую и разнообразную информацию', 'школьная и внешкольная государственная программа по общественных наукам и социальным навыкам', 'игры ""Стелларис""']",1,1
"В Италии для 197 жителей горного поселка, где нет солнца, установят зеркало, его отражающее",его,"['солнца', 'горного поселка', 'зеркало']",1,3
"Старт антиникотиновой кампании в России был дан еще в 2001 году. Тогдашний президент РФ Владимир Путин подписал федеральный закон ""Об ограничении курения табака"". Закон вступил в силу в 2002 году. А в этом году Россия ратифицировала международную Конвенцию ООН по борьбе с табаком. В соответствии с требованиями конвенции, в течение пяти лет в стране должна быть запрещена реклама табачной продукции, а ее производителям вменена обязанность наносить надписи о вреде их продукции в соответствиями с определенным стандартам.",ее,"['реклама табачной продукции', 'конвенции', 'табачной продукции']",3,3
"Между тем, как сообщает интернет-издание ""Украинская правда"", главным редактором которого был Георгий Гонгадзе, Кравченко в предсмертной записке назвал себя жертвой политического авантюризма Кучмы. Издание ссылается на источники в правоохранительных органах.",себя,"['Кучмы', 'Георгий Гонгадзе', 'Кравченко']",3,3
Данный факт установила историк Шарлот Игар во время подготовки материалов о дочери Генриха - королеве Елизавете 1. Она смогла провести прямую линию от любовницы основателя династии Тюдоров до невесты принца из дома Виндзор.,Она,"['историк Шарлот Игар', 'любовницы основателя династии Тюдоров', 'дочери Генриха - королеве Елизавете 1']",1,1
"О встрече известно мало. Как сообщает пресс-служба Генрокуратуры, на ней обсуждался вопрос выполнения ряда резолюций ПАСЕ и постановлений Верховной Рады относительно раскрытия резонансных преступлений.",ней,"['встрече', 'Верховной Рады', 'Генрокуратуры']",1,1
"Упоминание ""дела Литвиненко"" тоже вызвало негодование в посольстве РФ в Лондоне. Там обратили внимание на то, что в статье The Guardian ""в лучших британских журналистских традициях проводится связь между упомянутым никем не подтвержденным запросом и аналогичными обращениями Лондона по ""делу Литвиненко"". ""При этом аккуратно опускаются важные детали. Пользуясь тем, что в соответствии с конституцией России наши граждане не подлежат экстрадиции в третьи страны, британские власти наотрез отказывались задавать свои вопросы россиянам в соответствии с действующими двусторонними и многосторонними механизмами правовой помощи, представляя дело так, будто российская сторона покрывает преступников. Все это выглядит как политическое наперстничество"", - указали в диппредставительстве.",свои,"['Лондона', 'Литвиненко', 'британские власти']",3,3
"Другой подвал в доме Юсуповых и есть тот бункер, где якобы прятался Масхадов. Он находится под летним домиком, прилегающим к основному дому. Вход в него очень узкий. И сейчас пролезть внутрь, а тем более что-то сфотографировать внутри невозможно: после взрыва подвал засыпан землей. Стены бункера выстроены из самана - сена пополам с глиной. И приделать к саману бетонную плиту или железный люк невозможно, потому что в нем просто не держатся массивные петли. Вентиляции в бункере тоже нет.",Он,"['основному дому', 'Другой подвал в доме Юсуповых', 'тот бункер']",2,2
"Сторонников Трампа, ворвавшихся накануне в здание Капитолия, Байден призвал не называть ""протестующими"". ""Это не были протестующие. И даже не пытайтесь называть их протестующими, - сказал избранный президент США. - Это была банда погромщиков. Бунтовщиков. Террористов"". Байден также подверг резкой критике самого президента - своего соперника по президентским выборам, который так и не признал поражения. Избранный президент не стал прямо призывать к отставке Трампа, однако заявил, что многие его действия на посту главы государства подрывали демократические институты и служили только его личным целям. Байден, в частности, упомянул о том, что Трамп ""больше доверял Владимиру Путину"", чем сотрудникам американских спецслужб, по вопросу о российском вмешательстве в выборы.",его,"['Трампа', 'Владимиру Путину', 'Избранный президент']",1,1
"Он отметил, что в ходе встречи выражались надежды на то, что ""возможная отмена поправки Джексона - Вэника будет способствовать дальнейшему развитию двусторонних отношений, а главное, позволит американским компаниям использовать преимущества, которые у них появятся со вступлением России в ВТО"".",них,"['американским компаниям', 'преимущества', 'поправки Джексона - Вэника']",1,1
"В среду член руководства ""Хамас"" Исмаил Хания, возглавляющий предвыборный список движения, заявил на одном из избирательных участков в городе Газа, что движение не намерено разоружаться после того, как его представители войдут в палестинский законодательный совет, передает ИТАР-ТАСС.",его,"['предвыборный список движения', 'городе Газа', 'движение']",3,3
"Как сообщают белградские СМИ, Мария Милошевич назвала церемонию погребения отца, похороненного в минувшую субботу во дворе своего семейного дома в сербском городе Пожаревац, ""скандальным"" и выразила крайнее неудовольствие организацией похорон.",своего,"['сербском городе Пожаревац', 'Мария Милошевич', 'отца']",3,3
"Кроме того, консорциум планирует использовать для сборки производственные мощности калининградского ""Автотора"", а также взять на себя все продажи Opel и Chevrolet в стране.",себя,"['калининградского ""Автотора""', 'консорциум', 'Opel']",2,2
"Катастрофа Ми-26 под Ханкалой, произошедшая 19 августа этого года - самая крупная в истории Российских вооруженных сил. Погибли 119 человек. По мнению российских военных, вертолет был сбит с земли чеченскими боевиками, но до сих пор преступники так и не были найдены. Возбуждено сразу два уголовных дела по статьям о терроризме и халатности, повлекшей тяжкие последствия. В субботу Главная военная прокуратура предъявила обвинение командиру авиаполка подполковнику Кудякову. Обвинение командиру полка предъявлено в Моздоке старшим следователем по особо важным делам ГВП по статье 351 УК РФ (нарушение правил полетов или подготовки к ним, повлекшие по неосторожности смерть человека либо иные тяжкие последствия). Данная статья предусматривает наказание в виде лишения свободы на срок до 10 лет.",ним,"['ГВП', 'полетов', 'преступники']",2,2
"Авторы картины считают, что ""Гражданин поэт. Прогон года"" - это ""фильм-размышление о причинах стремительного пробуждения гражданской позиции миллионов людей"". Лента Веры Кричевской, скорее, рассказ для посвященных о том, как все начиналось, как заканчивалось и чего все это авторам проекта стоило. Именно этим ценны эпизоды, в которых Васильев ругается с Ефремовым и обменивается шутками с Прохоровым, или Дмитрий Быков сидит за рабочим столом и рассказывает, зачем же на самом деле его пригласили на встречу с главой государства.",его,"['Дмитрий Быков', 'Васильев', 'Прохоровым']",1,1
Посетители официального сайта Европейского союза футбольных ассоциаций (УЕФА) путем голосования определили состав команды года. Шесть из двенадцати позиций в ней остались за представителями победившей на ЕВРО-2008 сборной Испании. Россиянам в этой символической сборной места не нашлось.,ней,"['команды года', 'Испании', 'сборной Испании']",1,1
"Сборные Чехии и Португалии, которые начали борьбу на ЕВРО-2008 с побед, в среду встретились между собой в Женеве. Португалия вновь взяла верх и единолично возглавила группу А. После победы турок над швейцарцами выяснилось, что подопечные Сколари досрочно обеспечили себе выход в четвертьфинал.",себе,"['Сколари', 'подопечные Сколари', 'Чехии']",2,2
"Член совета по проведению государственных религиоведческих экспертиз при Минюсте России Евгений Мухтаров заявил ""Известиям"", что, по его мнению, церковь Бойнецкого является одной из разновидностей неопятидесятнических сект. ""Фирменная особенность"" неопятидесятников - ""общение на иных языках"", когда верующий во время богослужения впадает в транс, заявил он. Ранее специалисты из Института имени Сербского специально изучали такую форму богослужения и пришли к выводу, что она может нанести непоправимый вред психическому здоровью, утверждает Мухтаров.",она,"['такую форму богослужения', 'церковь Бойнецкого', 'России']",1,1
"Напомним, эстонский парламент 15 февраля принял закон ""О сносе запрещенных сооружений"", который позволит эстонским властям на законном основании демонтировать памятники советским воинам, в частности, монумент Воину-освободителю в центре Таллина на холме Тынисмяги. В тот же день президент Эстонии Тоомас Хендрик Ильвес заявил, что не намерен подписывать этот закон в связи с его несоответствием конституции страны.",его,"['этот закон', 'монумент Воину-освободителю в центре Таллина на холме Тынисмяги', 'эстонский парламент']",1,1
"Отметим, что сообщения, приходившие сыну пропавшего пилота в апреле - не единственные. Ранее подобное произошло через четыре дня после изчезновения ""кукурузника"". Тогда одному из родственников также пришло сообщение с телефона пропавшего вместе с Ан-2 пассажира. Оповещение о том, что данный абонент снова в сети, вселило надежду в сердца родных и спасателей. Однако, как только ""найденному"" абоненту попытались позвонить, он вновь оказался недоступен. Тогда следователи объяснили произошедшее техническим сбоем: мол, сигнал с телефона был послан еще до взлета, а из-за сбоя в детализации информация пришла с опозданием.",он,"['""найденному"" абоненту', 'пропавшего пилота', 'сыну пропавшего пилота']",1,1
"Также в пресс-службе омбудсмена уведомляют, что Мерзлякова по просьбе отца ""погибшего"" заключенного передала другим осужденным его точку зрения, согласно которой ""справедливость будет восстановлена"", а виновные - наказаны.",его,"['отца ""погибшего"" заключенного', 'омбудсмена', '""погибшего"" заключенного']",1,3
"Тем временем Гибралтар решил обсудить с Шотландией общий план действий, который позволил бы этим частям Великобритании после ее выхода из Евросоюза остаться в его составе. Не исключено, что к переговорам присоединится и Северная Ирландия, жители которой также голосовали против Brexit.",ее,"['Шотландией', 'Северная Ирландия', 'Великобритании']",3,3
"По информации ""Медиазоны"", в заявлении о взыскании средств ФСБ подробно описала расходы, которые ведомство понесло в связи с двумя поездками своего представителя Марины Трифильевой из Белгородской области в Санкт-Петербург, где проходили судебные заседания по иску семьи Остряковых.",своего,"['Белгородской области', 'ведомство', 'расходы']",2,2
"Аналогичный инцидент произошел на МКС в 2014 году. Вышедший из строя блок придется менять. Однако запасного устройства на борту МКС нет, отмечает AP. В NASA рассчитывают доставить его на МКС с помощью американского грузового корабля Dragon компании SpaceX. Его запуск запланирован на начало 2016 года. Предыдущий запуск ракеты-носителя SpaceX Falcon 9 с двумя тоннами груза для МКС, состоявшийся в июне, закончился неудачей.",Его,"['запасного устройства', 'американского грузового корабля Dragon компании SpaceX', 'блок']",2,3
"Представители организации подчеркнули, что не допустит, чтобы кризис в Эквадоре стал повторением путча в Гондурасе. По словам министра иностранных дел Аргентины Эктора Тимермана, кризис в Эквадоре представляет собой ""угрозу для демократии и народов Латинской Америки"", и лидеры региона приложат все усилия, чтобы он не стало повторением событий в Гондурасе, где 28 июня 2009 года военными был отстранен от власти законный президент Мануэль Селайя. Тимерман отметил, что экстренная встреча УНАСУР в Буэнос-Айресе, созванная по инициативе аргентинского лидера Кристины Фернандес де Киршнер, будет направлена на ""выработку стратегии по воспрепятствованию свержения президента Эквадора Рафаэля Корреа"". Глава внешнеполитического ведомства Аргентины также заявил, что в случае необходимости члены УНАСУР готовы лично отправиться в Эквадор, чтобы постараться найти поиск из сложившейся ситуации на месте.",он,"['кризис', 'Эквадоре', 'Гондурасе']",1,1
"Кроме того, крупнейшая в стране сеть заправок и единственный нефтеперерабатывающий завод, самый большой на Балканах, принадлежат российской компании ""Лукойл"". Кроме того, Болгария импортирует из России всю свою нефть. Российская монополия приводит к тому, что ""затраты на производство и логистику в нефтяной сфере оказываются самыми высокими в ЕС"", критикует исследовательский центр CSD в Софии.",свою,"['Болгария', 'России', 'Балканах']",1,1
"Лидер партии ""Батькивщина"" заявила, что ей звонил неизвестный мужчина, который на русском языке сказал, ""что она еще пожалеет о своей поездке в Брюссель и о резолюции, которая была принята ассамблеей Европейской народной партии"".",своей,"['Европейской народной партии', 'неизвестный мужчина', 'Лидер партии ""Батькивщина""']",3,3
